seed,summary_type,model_variant,attack_variant,threshold,config_label,mode,p_delete,p_add,max_additions,evaluated_nodes,purified_plain_correct_fraction,correct_fraction,abstained_fraction,correct_abstained_fraction,correct_zero_radius_fraction,positive_certified_fraction,max_reported_radius,mean_pA_lower,mean_lower_margin,failure_reason_counts
42,fixed-config,matched-sparse-noisy-training,matched-sparse-noisy-training,0.02,symmetric-0.3,symmetric-edge-flip,0.3,0.3,160,12,0.5833333333333334,0.4166666666666667,0.3333333333333333,0.08333333333333333,0.25,0.08333333333333333,1,0.5947291163320355,0.18945823266407094,abstained:1; positive-radius:1; prediction-incorrect:7; zero-radius:3
42,fixed-config,matched-sparse-noisy-training,matched-sparse-noisy-training,0.05,sparse-asym-0.01,sparse-edge-flip,0.01,5e-06,64,12,0.6666666666666666,0.6666666666666666,0.0,0.0,0.6666666666666666,0.0,0,0.9724644187440822,0.9449288374881647,prediction-incorrect:4; zero-radius:8
42,fixed-config,matched-sparse-noisy-training,matched-sparse-noisy-training,0.05,sparse-asym-0.02,sparse-edge-flip,0.02,1e-05,96,12,0.6666666666666666,0.6666666666666666,0.0,0.0,0.6666666666666666,0.0,0,0.9580447442429038,0.9160894884858077,prediction-incorrect:4; zero-radius:8
42,fixed-config,matched-sparse-noisy-training,matched-sparse-noisy-training,0.05,sparse-asym-0.05,sparse-edge-flip,0.05,2e-05,160,12,0.6666666666666666,0.6666666666666666,0.0,0.0,0.5,0.16666666666666666,1,0.9419528242701717,0.8839056485403435,positive-radius:2; prediction-incorrect:4; zero-radius:6
42,fixed-config,matched-sparse-noisy-training,matched-sparse-noisy-training,0.05,balanced-sparse-0.2,sparse-edge-flip,0.2,0.2,160,12,0.6666666666666666,0.4166666666666667,0.3333333333333333,0.0,0.4166666666666667,0.0,0,0.5768331284305481,0.15366625686109622,prediction-incorrect:7; zero-radius:5
42,fixed-config,matched-sparse-noisy-training,matched-sparse-noisy-training,0.05,symmetric-0.2,symmetric-edge-flip,0.2,0.2,160,12,0.6666666666666666,0.4166666666666667,0.25,0.0,0.4166666666666667,0.0,0,0.567573041354983,0.1351460827099658,prediction-incorrect:7; zero-radius:5
42,fixed-config,matched-sparse-noisy-training,matched-sparse-noisy-training,0.05,symmetric-0.3,symmetric-edge-flip,0.3,0.3,160,12,0.6666666666666666,0.3333333333333333,0.25,0.0,0.25,0.08333333333333333,1,0.5750577793164421,0.1501155586328841,positive-radius:1; prediction-incorrect:8; zero-radius:3
42,fixed-config,clean-warmstart-symmetric-finetune,clean-warmstart-symmetric-finetune,0.01,sparse-asym-0.01,sparse-edge-flip,0.01,5e-06,64,11,0.6363636363636364,0.6363636363636364,0.0,0.0,0.6363636363636364,0.0,0,0.9648458580077874,0.9296917160155748,prediction-incorrect:4; zero-radius:7
42,fixed-config,clean-warmstart-symmetric-finetune,clean-warmstart-symmetric-finetune,0.01,sparse-asym-0.02,sparse-edge-flip,0.02,1e-05,96,11,0.6363636363636364,0.6363636363636364,0.0,0.0,0.6363636363636364,0.0,0,0.9451931213530288,0.8903862427060578,prediction-incorrect:4; zero-radius:7
42,fixed-config,clean-warmstart-symmetric-finetune,clean-warmstart-symmetric-finetune,0.01,sparse-asym-0.05,sparse-edge-flip,0.05,2e-05,160,11,0.6363636363636364,0.6363636363636364,0.0,0.0,0.5454545454545454,0.09090909090909091,1,0.9112362944581656,0.8224725889163312,positive-radius:1; prediction-incorrect:4; zero-radius:6
42,fixed-config,clean-warmstart-symmetric-finetune,clean-warmstart-symmetric-finetune,0.01,balanced-sparse-0.2,sparse-edge-flip,0.2,0.2,160,11,0.6363636363636364,0.6363636363636364,0.0,0.0,0.0,0.6363636363636364,2,0.97672126826219,0.9534425365243798,positive-radius:7; prediction-incorrect:4
42,fixed-config,clean-warmstart-symmetric-finetune,clean-warmstart-symmetric-finetune,0.01,symmetric-0.2,symmetric-edge-flip,0.2,0.2,160,11,0.6363636363636364,0.6363636363636364,0.0,0.0,0.0,0.6363636363636364,2,0.9758582272295545,0.951716454459109,positive-radius:7; prediction-incorrect:4
42,fixed-config,clean-warmstart-symmetric-finetune,clean-warmstart-symmetric-finetune,0.01,symmetric-0.3,symmetric-edge-flip,0.3,0.3,160,11,0.6363636363636364,0.6363636363636364,0.0,0.0,0.0,0.6363636363636364,5,0.9811771485586083,0.9623542971172168,positive-radius:7; prediction-incorrect:4
42,fixed-config,clean-warmstart-symmetric-finetune,clean-warmstart-symmetric-finetune,0.02,sparse-asym-0.01,sparse-edge-flip,0.01,5e-06,64,11,0.6363636363636364,0.6363636363636364,0.0,0.0,0.6363636363636364,0.0,0,0.9652707827096587,0.9305415654193172,prediction-incorrect:4; zero-radius:7
42,fixed-config,clean-warmstart-symmetric-finetune,clean-warmstart-symmetric-finetune,0.02,sparse-asym-0.02,sparse-edge-flip,0.02,1e-05,96,11,0.6363636363636364,0.6363636363636364,0.0,0.0,0.6363636363636364,0.0,0,0.9510893785562701,0.9021787571125401,prediction-incorrect:4; zero-radius:7
42,fixed-config,clean-warmstart-symmetric-finetune,clean-warmstart-symmetric-finetune,0.02,sparse-asym-0.05,sparse-edge-flip,0.05,2e-05,160,11,0.6363636363636364,0.6363636363636364,0.0,0.0,0.6363636363636364,0.0,0,0.9200191701908704,0.8400383403817407,prediction-incorrect:4; zero-radius:7
42,fixed-config,clean-warmstart-symmetric-finetune,clean-warmstart-symmetric-finetune,0.02,balanced-sparse-0.2,sparse-edge-flip,0.2,0.2,160,11,0.6363636363636364,0.6363636363636364,0.0,0.0,0.0,0.6363636363636364,2,0.9755357115346412,0.951071423069282,positive-radius:7; prediction-incorrect:4
42,fixed-config,clean-warmstart-symmetric-finetune,clean-warmstart-symmetric-finetune,0.02,symmetric-0.2,symmetric-edge-flip,0.2,0.2,160,11,0.6363636363636364,0.6363636363636364,0.0,0.0,0.0,0.6363636363636364,2,0.9758627578619768,0.9517255157239536,positive-radius:7; prediction-incorrect:4
42,fixed-config,clean-warmstart-symmetric-finetune,clean-warmstart-symmetric-finetune,0.02,symmetric-0.3,symmetric-edge-flip,0.3,0.3,160,11,0.6363636363636364,0.6363636363636364,0.0,0.0,0.0,0.6363636363636364,5,0.9811771485586083,0.9623542971172168,positive-radius:7; prediction-incorrect:4
42,fixed-config,clean-warmstart-symmetric-finetune,clean-warmstart-symmetric-finetune,0.05,sparse-asym-0.01,sparse-edge-flip,0.01,5e-06,64,11,0.6363636363636364,0.6363636363636364,0.0,0.0,0.6363636363636364,0.0,0,0.9642431694013627,0.9284863388027254,prediction-incorrect:4; zero-radius:7
42,fixed-config,clean-warmstart-symmetric-finetune,clean-warmstart-symmetric-finetune,0.05,sparse-asym-0.02,sparse-edge-flip,0.02,1e-05,96,11,0.6363636363636364,0.6363636363636364,0.0,0.0,0.6363636363636364,0.0,0,0.9507332017081604,0.901466403416321,prediction-incorrect:4; zero-radius:7
42,fixed-config,clean-warmstart-symmetric-finetune,clean-warmstart-symmetric-finetune,0.05,sparse-asym-0.05,sparse-edge-flip,0.05,2e-05,160,11,0.6363636363636364,0.6363636363636364,0.0,0.0,0.45454545454545453,0.18181818181818182,1,0.9251439092935944,0.8502878185871888,positive-radius:2; prediction-incorrect:4; zero-radius:5
42,fixed-config,clean-warmstart-symmetric-finetune,clean-warmstart-symmetric-finetune,0.05,balanced-sparse-0.2,sparse-edge-flip,0.2,0.2,160,11,0.6363636363636364,0.6363636363636364,0.0,0.0,0.0,0.6363636363636364,2,0.9780919835276851,0.9561839670553703,positive-radius:7; prediction-incorrect:4
42,fixed-config,clean-warmstart-symmetric-finetune,clean-warmstart-symmetric-finetune,0.05,symmetric-0.2,symmetric-edge-flip,0.2,0.2,160,11,0.6363636363636364,0.6363636363636364,0.0,0.0,0.0,0.6363636363636364,2,0.9770537200958865,0.954107440191773,positive-radius:7; prediction-incorrect:4
42,fixed-config,clean-warmstart-symmetric-finetune,clean-warmstart-symmetric-finetune,0.05,symmetric-0.3,symmetric-edge-flip,0.3,0.3,160,11,0.6363636363636364,0.6363636363636364,0.0,0.0,0.0,0.6363636363636364,5,0.9801835285186773,0.9603670570373549,positive-radius:7; prediction-incorrect:4
99,fixed-config,clean-training,clean-training,0.01,sparse-asym-0.01,sparse-edge-flip,0.01,5e-06,64,12,0.5,0.5,0.0,0.0,0.5,0.0,0,0.9693909108586717,0.9387818217173437,prediction-incorrect:6; zero-radius:6
99,fixed-config,clean-training,clean-training,0.01,sparse-asym-0.02,sparse-edge-flip,0.02,1e-05,96,12,0.5,0.5,0.0,0.0,0.5,0.0,0,0.9564687388730068,0.9129374777460136,prediction-incorrect:6; zero-radius:6
99,fixed-config,clean-training,clean-training,0.01,sparse-asym-0.05,sparse-edge-flip,0.05,2e-05,160,12,0.5,0.5,0.0,0.0,0.16666666666666666,0.3333333333333333,1,0.9303554829760124,0.860710965952025,positive-radius:4; prediction-incorrect:6; zero-radius:2
99,fixed-config,clean-training,clean-training,0.01,balanced-sparse-0.2,sparse-edge-flip,0.2,0.2,160,12,0.5,0.08333333333333333,0.0,0.0,0.0,0.08333333333333333,2,0.9806859313166619,0.961371862633324,positive-radius:1; prediction-incorrect:11
99,fixed-config,clean-training,clean-training,0.01,symmetric-0.2,symmetric-edge-flip,0.2,0.2,160,12,0.5,0.08333333333333333,0.0,0.0,0.0,0.08333333333333333,2,0.9806859313166619,0.961371862633324,positive-radius:1; prediction-incorrect:11
99,fixed-config,clean-training,clean-training,0.01,symmetric-0.3,symmetric-edge-flip,0.3,0.3,160,12,0.5,0.08333333333333333,0.0,0.0,0.0,0.08333333333333333,5,0.9811771485586083,0.9623542971172169,positive-radius:1; prediction-incorrect:11
99,fixed-config,clean-training,clean-training,0.02,sparse-asym-0.01,sparse-edge-flip,0.01,5e-06,64,12,0.5,0.5,0.0,0.0,0.5,0.0,0,0.9701468859311563,0.9402937718623131,prediction-incorrect:6; zero-radius:6
99,fixed-config,clean-training,clean-training,0.02,sparse-asym-0.02,sparse-edge-flip,0.02,1e-05,96,12,0.5,0.5,0.0,0.0,0.5,0.0,0,0.9568854979539312,0.9137709959078627,prediction-incorrect:6; zero-radius:6
99,fixed-config,clean-training,clean-training,0.02,sparse-asym-0.05,sparse-edge-flip,0.05,2e-05,160,12,0.5,0.5,0.0,0.0,0.25,0.25,1,0.9344649576929634,0.8689299153859266,positive-radius:3; prediction-incorrect:6; zero-radius:3
99,fixed-config,clean-training,clean-training,0.02,balanced-sparse-0.2,sparse-edge-flip,0.2,0.2,160,12,0.5,0.08333333333333333,0.0,0.0,0.0,0.08333333333333333,2,0.9811771485586083,0.9623542971172169,positive-radius:1; prediction-incorrect:11
99,fixed-config,clean-training,clean-training,0.02,symmetric-0.2,symmetric-edge-flip,0.2,0.2,160,12,0.5,0.08333333333333333,0.0,0.0,0.0,0.08333333333333333,2,0.9811771485586083,0.9623542971172169,positive-radius:1; prediction-incorrect:11
99,fixed-config,clean-training,clean-training,0.02,symmetric-0.3,symmetric-edge-flip,0.3,0.3,160,12,0.5,0.08333333333333333,0.0,0.0,0.0,0.08333333333333333,5,0.9811771485586083,0.9623542971172169,positive-radius:1; prediction-incorrect:11
99,fixed-config,clean-training,clean-training,0.05,sparse-asym-0.01,sparse-edge-flip,0.01,5e-06,64,12,0.6666666666666666,0.6666666666666666,0.0,0.0,0.6666666666666666,0.0,0,0.9659126726941459,0.9318253453882925,prediction-incorrect:4; zero-radius:8
99,fixed-config,clean-training,clean-training,0.05,sparse-asym-0.02,sparse-edge-flip,0.02,1e-05,96,12,0.6666666666666666,0.6666666666666666,0.0,0.0,0.6666666666666666,0.0,0,0.9544583720901993,0.9089167441803988,prediction-incorrect:4; zero-radius:8
99,fixed-config,clean-training,clean-training,0.05,sparse-asym-0.05,sparse-edge-flip,0.05,2e-05,160,12,0.6666666666666666,0.6666666666666666,0.0,0.0,0.4166666666666667,0.25,1,0.9334585504271512,0.8669171008543023,positive-radius:3; prediction-incorrect:4; zero-radius:5
99,fixed-config,clean-training,clean-training,0.05,balanced-sparse-0.2,sparse-edge-flip,0.2,0.2,160,12,0.6666666666666666,0.08333333333333333,0.0,0.0,0.0,0.08333333333333333,2,0.9797034968327692,0.9594069936655384,positive-radius:1; prediction-incorrect:11
99,fixed-config,clean-training,clean-training,0.05,symmetric-0.2,symmetric-edge-flip,0.2,0.2,160,12,0.6666666666666666,0.08333333333333333,0.0,0.0,0.0,0.08333333333333333,2,0.9806859313166619,0.961371862633324,positive-radius:1; prediction-incorrect:11
99,fixed-config,clean-training,clean-training,0.05,symmetric-0.3,symmetric-edge-flip,0.3,0.3,160,12,0.6666666666666666,0.08333333333333333,0.0,0.0,0.0,0.08333333333333333,5,0.9811771485586083,0.9623542971172169,positive-radius:1; prediction-incorrect:11
99,fixed-config,matched-sparse-noisy-training,matched-sparse-noisy-training,0.01,sparse-asym-0.01,sparse-edge-flip,0.01,5e-06,64,12,0.5833333333333334,0.5833333333333334,0.0,0.0,0.5833333333333334,0.0,0,0.9695898187916251,0.9391796375832507,prediction-incorrect:5; zero-radius:7
99,fixed-config,matched-sparse-noisy-training,matched-sparse-noisy-training,0.01,sparse-asym-0.02,sparse-edge-flip,0.02,1e-05,96,12,0.5833333333333334,0.5833333333333334,0.0,0.0,0.5833333333333334,0.0,0,0.9625829267226601,0.9251658534453203,prediction-incorrect:5; zero-radius:7
99,fixed-config,matched-sparse-noisy-training,matched-sparse-noisy-training,0.01,sparse-asym-0.05,sparse-edge-flip,0.05,2e-05,160,12,0.5833333333333334,0.5833333333333334,0.0,0.0,0.25,0.3333333333333333,1,0.9443789031968635,0.8887578063937269,positive-radius:4; prediction-incorrect:5; zero-radius:3
99,fixed-config,matched-sparse-noisy-training,matched-sparse-noisy-training,0.01,balanced-sparse-0.2,sparse-edge-flip,0.2,0.2,160,12,0.5833333333333334,0.3333333333333333,0.4166666666666667,0.08333333333333333,0.25,0.0,0,0.5842743036713771,0.16854860734275415,abstained:1; prediction-incorrect:8; zero-radius:3
99,fixed-config,matched-sparse-noisy-training,matched-sparse-noisy-training,0.01,symmetric-0.2,symmetric-edge-flip,0.2,0.2,160,12,0.5833333333333334,0.4166666666666667,0.4166666666666667,0.16666666666666666,0.25,0.0,0,0.5726839063755118,0.14536781275102353,abstained:2; prediction-incorrect:7; zero-radius:3
99,fixed-config,matched-sparse-noisy-training,matched-sparse-noisy-training,0.01,symmetric-0.3,symmetric-edge-flip,0.3,0.3,160,12,0.5833333333333334,0.25,0.4166666666666667,0.0,0.16666666666666666,0.08333333333333333,1,0.5587816930234293,0.11756338604685841,positive-radius:1; prediction-incorrect:9; zero-radius:2
99,fixed-config,matched-sparse-noisy-training,matched-sparse-noisy-training,0.02,sparse-asym-0.01,sparse-edge-flip,0.01,5e-06,64,12,0.5833333333333334,0.5833333333333334,0.0,0.0,0.5833333333333334,0.0,0,0.9719925193922764,0.9439850387845533,prediction-incorrect:5; zero-radius:7
99,fixed-config,matched-sparse-noisy-training,matched-sparse-noisy-training,0.02,sparse-asym-0.02,sparse-edge-flip,0.02,1e-05,96,12,0.5833333333333334,0.5833333333333334,0.0,0.0,0.5833333333333334,0.0,0,0.9630928487197391,0.926185697439478,prediction-incorrect:5; zero-radius:7
99,fixed-config,matched-sparse-noisy-training,matched-sparse-noisy-training,0.02,sparse-asym-0.05,sparse-edge-flip,0.05,2e-05,160,12,0.5833333333333334,0.5833333333333334,0.0,0.0,0.25,0.3333333333333333,1,0.9434529219586304,0.8869058439172607,positive-radius:4; prediction-incorrect:5; zero-radius:3
99,fixed-config,matched-sparse-noisy-training,matched-sparse-noisy-training,0.02,balanced-sparse-0.2,sparse-edge-flip,0.2,0.2,160,12,0.5833333333333334,0.4166666666666667,0.4166666666666667,0.16666666666666666,0.25,0.0,0,0.5706354539684944,0.1412709079369887,abstained:2; prediction-incorrect:7; zero-radius:3
99,fixed-config,matched-sparse-noisy-training,matched-sparse-noisy-training,0.02,symmetric-0.2,symmetric-edge-flip,0.2,0.2,160,12,0.5833333333333334,0.3333333333333333,0.4166666666666667,0.08333333333333333,0.25,0.0,0,0.5745889955120566,0.14917799102411297,abstained:1; prediction-incorrect:8; zero-radius:3
99,fixed-config,matched-sparse-noisy-training,matched-sparse-noisy-training,0.02,symmetric-0.3,symmetric-edge-flip,0.3,0.3,160,12,0.5833333333333334,0.4166666666666667,0.4166666666666667,0.16666666666666666,0.16666666666666666,0.08333333333333333,1,0.5701788351665004,0.14035767033300053,abstained:2; positive-radius:1; prediction-incorrect:7; zero-radius:2
99,fixed-config,matched-sparse-noisy-training,matched-sparse-noisy-training,0.05,sparse-asym-0.01,sparse-edge-flip,0.01,5e-06,64,12,0.75,0.75,0.0,0.0,0.75,0.0,0,0.9667543327130778,0.9335086654261553,prediction-incorrect:3; zero-radius:9
99,fixed-config,matched-sparse-noisy-training,matched-sparse-noisy-training,0.05,sparse-asym-0.02,sparse-edge-flip,0.02,1e-05,96,12,0.75,0.75,0.0,0.0,0.75,0.0,0,0.9532135486297929,0.9064270972595859,prediction-incorrect:3; zero-radius:9
99,fixed-config,matched-sparse-noisy-training,matched-sparse-noisy-training,0.05,sparse-asym-0.05,sparse-edge-flip,0.05,2e-05,160,12,0.75,0.75,0.0,0.0,0.5833333333333334,0.16666666666666666,1,0.9413547130124016,0.8827094260248031,positive-radius:2; prediction-incorrect:3; zero-radius:7
99,fixed-config,matched-sparse-noisy-training,matched-sparse-noisy-training,0.05,balanced-sparse-0.2,sparse-edge-flip,0.2,0.2,160,12,0.75,0.3333333333333333,0.4166666666666667,0.08333333333333333,0.25,0.0,0,0.5751064373615987,0.15021287472319741,abstained:1; prediction-incorrect:8; zero-radius:3
99,fixed-config,matched-sparse-noisy-training,matched-sparse-noisy-training,0.05,symmetric-0.2,symmetric-edge-flip,0.2,0.2,160,12,0.75,0.3333333333333333,0.4166666666666667,0.08333333333333333,0.25,0.0,0,0.5817215234663657,0.16344304693273148,abstained:1; prediction-incorrect:8; zero-radius:3
99,fixed-config,matched-sparse-noisy-training,matched-sparse-noisy-training,0.05,symmetric-0.3,symmetric-edge-flip,0.3,0.3,160,12,0.75,0.25,0.4166666666666667,0.0,0.16666666666666666,0.08333333333333333,1,0.5818150548685767,0.16363010973715322,positive-radius:1; prediction-incorrect:9; zero-radius:2
99,fixed-config,clean-warmstart-symmetric-finetune,clean-warmstart-symmetric-finetune,0.01,sparse-asym-0.01,sparse-edge-flip,0.01,5e-06,64,12,0.5,0.5,0.0,0.0,0.5,0.0,0,0.9708287278070133,0.9416574556140273,prediction-incorrect:6; zero-radius:6
99,fixed-config,clean-warmstart-symmetric-finetune,clean-warmstart-symmetric-finetune,0.01,sparse-asym-0.02,sparse-edge-flip,0.02,1e-05,96,12,0.5,0.5,0.0,0.0,0.5,0.0,0,0.9514849256364925,0.9029698512729852,prediction-incorrect:6; zero-radius:6
99,fixed-config,clean-warmstart-symmetric-finetune,clean-warmstart-symmetric-finetune,0.01,sparse-asym-0.05,sparse-edge-flip,0.05,2e-05,160,12,0.5,0.5,0.0,0.0,0.16666666666666666,0.3333333333333333,1,0.9361048422799166,0.8722096845598332,positive-radius:4; prediction-incorrect:6; zero-radius:2
99,fixed-config,clean-warmstart-symmetric-finetune,clean-warmstart-symmetric-finetune,0.01,balanced-sparse-0.2,sparse-edge-flip,0.2,0.2,160,12,0.5,0.08333333333333333,0.0,0.0,0.0,0.08333333333333333,2,0.9806859313166619,0.961371862633324,positive-radius:1; prediction-incorrect:11
99,fixed-config,clean-warmstart-symmetric-finetune,clean-warmstart-symmetric-finetune,0.01,symmetric-0.2,symmetric-edge-flip,0.2,0.2,160,12,0.5,0.08333333333333333,0.0,0.0,0.0,0.08333333333333333,2,0.9801947140747157,0.9603894281494311,positive-radius:1; prediction-incorrect:11
99,fixed-config,clean-warmstart-symmetric-finetune,clean-warmstart-symmetric-finetune,0.01,symmetric-0.3,symmetric-edge-flip,0.3,0.3,160,12,0.5,0.08333333333333333,0.0,0.0,0.0,0.08333333333333333,5,0.9811771485586083,0.9623542971172169,positive-radius:1; prediction-incorrect:11
99,fixed-config,clean-warmstart-symmetric-finetune,clean-warmstart-symmetric-finetune,0.02,sparse-asym-0.01,sparse-edge-flip,0.01,5e-06,64,12,0.5,0.5,0.0,0.0,0.5,0.0,0,0.9696824632959489,0.9393649265918982,prediction-incorrect:6; zero-radius:6
99,fixed-config,clean-warmstart-symmetric-finetune,clean-warmstart-symmetric-finetune,0.02,sparse-asym-0.02,sparse-edge-flip,0.02,1e-05,96,12,0.5,0.5,0.0,0.0,0.5,0.0,0,0.9544471579931764,0.9088943159863532,prediction-incorrect:6; zero-radius:6
99,fixed-config,clean-warmstart-symmetric-finetune,clean-warmstart-symmetric-finetune,0.02,sparse-asym-0.05,sparse-edge-flip,0.05,2e-05,160,12,0.5,0.5,0.0,0.0,0.25,0.25,1,0.9304263532552924,0.8608527065105851,positive-radius:3; prediction-incorrect:6; zero-radius:3
99,fixed-config,clean-warmstart-symmetric-finetune,clean-warmstart-symmetric-finetune,0.02,balanced-sparse-0.2,sparse-edge-flip,0.2,0.2,160,12,0.5,0.08333333333333333,0.0,0.0,0.0,0.08333333333333333,2,0.9811771485586083,0.9623542971172169,positive-radius:1; prediction-incorrect:11
99,fixed-config,clean-warmstart-symmetric-finetune,clean-warmstart-symmetric-finetune,0.02,symmetric-0.2,symmetric-edge-flip,0.2,0.2,160,12,0.5,0.08333333333333333,0.0,0.0,0.0,0.08333333333333333,2,0.9801947140747155,0.9603894281494312,positive-radius:1; prediction-incorrect:11
99,fixed-config,clean-warmstart-symmetric-finetune,clean-warmstart-symmetric-finetune,0.02,symmetric-0.3,symmetric-edge-flip,0.3,0.3,160,12,0.5,0.08333333333333333,0.0,0.0,0.0,0.08333333333333333,5,0.9811771485586083,0.9623542971172169,positive-radius:1; prediction-incorrect:11
99,fixed-config,clean-warmstart-symmetric-finetune,clean-warmstart-symmetric-finetune,0.05,sparse-asym-0.01,sparse-edge-flip,0.01,5e-06,64,12,0.6666666666666666,0.6666666666666666,0.0,0.0,0.6666666666666666,0.0,0,0.9634986724863569,0.9269973449727139,prediction-incorrect:4; zero-radius:8
99,fixed-config,clean-warmstart-symmetric-finetune,clean-warmstart-symmetric-finetune,0.05,sparse-asym-0.02,sparse-edge-flip,0.02,1e-05,96,12,0.6666666666666666,0.6666666666666666,0.0,0.0,0.6666666666666666,0.0,0,0.9553304902632468,0.9106609805264937,prediction-incorrect:4; zero-radius:8
99,fixed-config,clean-warmstart-symmetric-finetune,clean-warmstart-symmetric-finetune,0.05,sparse-asym-0.05,sparse-edge-flip,0.05,2e-05,160,12,0.6666666666666666,0.6666666666666666,0.0,0.0,0.4166666666666667,0.25,1,0.9275457303975007,0.8550914607950016,positive-radius:3; prediction-incorrect:4; zero-radius:5
99,fixed-config,clean-warmstart-symmetric-finetune,clean-warmstart-symmetric-finetune,0.05,balanced-sparse-0.2,sparse-edge-flip,0.2,0.2,160,12,0.6666666666666666,0.08333333333333333,0.0,0.0,0.0,0.08333333333333333,2,0.9801947140747157,0.9603894281494312,positive-radius:1; prediction-incorrect:11
99,fixed-config,clean-warmstart-symmetric-finetune,clean-warmstart-symmetric-finetune,0.05,symmetric-0.2,symmetric-edge-flip,0.2,0.2,160,12,0.6666666666666666,0.08333333333333333,0.0,0.0,0.0,0.08333333333333333,2,0.9806859313166619,0.9613718626333241,positive-radius:1; prediction-incorrect:11
99,fixed-config,clean-warmstart-symmetric-finetune,clean-warmstart-symmetric-finetune,0.05,symmetric-0.3,symmetric-edge-flip,0.3,0.3,160,12,0.6666666666666666,0.08333333333333333,0.0,0.0,0.0,0.08333333333333333,5,0.9811771485586083,0.9623542971172169,positive-radius:1; prediction-incorrect:11
