summary_type,model_variant,attack_variant,threshold,config_label,mode,p_delete,p_add,max_additions,evaluated_nodes,purified_plain_correct_fraction,correct_fraction,positive_certified_fraction,max_reported_radius,mean_pA_lower
fixed-config,matched-sparse-noisy-training,matched-sparse-noisy-training,0.05,balanced-sparse-0.2,sparse-edge-flip,0.2,0.2,160,12,0.8333333333333334,0.25,0.16666666666666666,1,0.7346829776305874
fixed-config,matched-sparse-noisy-training,matched-sparse-noisy-training,0.05,symmetric-0.2,symmetric-edge-flip,0.2,0.2,160,12,0.8333333333333334,0.25,0.16666666666666666,1,0.7437533855312108
fixed-config,matched-sparse-noisy-training,matched-sparse-noisy-training,0.05,symmetric-0.3,symmetric-edge-flip,0.3,0.3,160,12,0.8333333333333334,0.25,0.16666666666666666,5,0.807257355350508
fixed-config,clean-warmstart-symmetric-finetune,clean-warmstart-symmetric-finetune,0.01,sparse-asym-0.01,sparse-edge-flip,0.01,5e-06,64,12,0.5833333333333334,0.5833333333333334,0.0,0,0.9724853940656676
fixed-config,clean-warmstart-symmetric-finetune,clean-warmstart-symmetric-finetune,0.01,sparse-asym-0.02,sparse-edge-flip,0.02,1e-05,96,12,0.5833333333333334,0.5833333333333334,0.0,0,0.9691093641760786
fixed-config,clean-warmstart-symmetric-finetune,clean-warmstart-symmetric-finetune,0.01,sparse-asym-0.05,sparse-edge-flip,0.05,2e-05,160,12,0.5833333333333334,0.5833333333333334,0.25,1,0.9553782871688692
fixed-config,clean-warmstart-symmetric-finetune,clean-warmstart-symmetric-finetune,0.01,balanced-sparse-0.2,sparse-edge-flip,0.2,0.2,160,12,0.5833333333333334,0.0,0.0,0,0.9811771485586083
fixed-config,clean-warmstart-symmetric-finetune,clean-warmstart-symmetric-finetune,0.01,symmetric-0.2,symmetric-edge-flip,0.2,0.2,160,12,0.5833333333333334,0.0,0.0,0,0.9811771485586083
fixed-config,clean-warmstart-symmetric-finetune,clean-warmstart-symmetric-finetune,0.01,symmetric-0.3,symmetric-edge-flip,0.3,0.3,160,12,0.5833333333333334,0.0,0.0,0,0.9811771485586083
fixed-config,clean-warmstart-symmetric-finetune,clean-warmstart-symmetric-finetune,0.02,sparse-asym-0.01,sparse-edge-flip,0.01,5e-06,64,12,0.5833333333333334,0.5833333333333334,0.0,0,0.97420691110435
fixed-config,clean-warmstart-symmetric-finetune,clean-warmstart-symmetric-finetune,0.02,sparse-asym-0.02,sparse-edge-flip,0.02,1e-05,96,12,0.5833333333333334,0.5833333333333334,0.0,0,0.9674708685484105
fixed-config,clean-warmstart-symmetric-finetune,clean-warmstart-symmetric-finetune,0.02,sparse-asym-0.05,sparse-edge-flip,0.05,2e-05,160,12,0.5833333333333334,0.5833333333333334,0.3333333333333333,1,0.9542487954857752
fixed-config,clean-warmstart-symmetric-finetune,clean-warmstart-symmetric-finetune,0.02,balanced-sparse-0.2,sparse-edge-flip,0.2,0.2,160,12,0.5833333333333334,0.0,0.0,0,0.9811771485586083
fixed-config,clean-warmstart-symmetric-finetune,clean-warmstart-symmetric-finetune,0.02,symmetric-0.2,symmetric-edge-flip,0.2,0.2,160,12,0.5833333333333334,0.0,0.0,0,0.9811771485586083
fixed-config,clean-warmstart-symmetric-finetune,clean-warmstart-symmetric-finetune,0.02,symmetric-0.3,symmetric-edge-flip,0.3,0.3,160,12,0.5833333333333334,0.0,0.0,0,0.9811771485586083
fixed-config,clean-warmstart-symmetric-finetune,clean-warmstart-symmetric-finetune,0.05,sparse-asym-0.01,sparse-edge-flip,0.01,5e-06,64,12,0.6666666666666666,0.6666666666666666,0.0,0,0.9663692113428075
fixed-config,clean-warmstart-symmetric-finetune,clean-warmstart-symmetric-finetune,0.05,sparse-asym-0.02,sparse-edge-flip,0.02,1e-05,96,12,0.6666666666666666,0.6666666666666666,0.0,0,0.9596946981610687
fixed-config,clean-warmstart-symmetric-finetune,clean-warmstart-symmetric-finetune,0.05,sparse-asym-0.05,sparse-edge-flip,0.05,2e-05,160,12,0.6666666666666666,0.6666666666666666,0.16666666666666666,1,0.9410273205984332
fixed-config,clean-warmstart-symmetric-finetune,clean-warmstart-symmetric-finetune,0.05,balanced-sparse-0.2,sparse-edge-flip,0.2,0.2,160,12,0.6666666666666666,0.0,0.0,0,0.9811771485586083
fixed-config,clean-warmstart-symmetric-finetune,clean-warmstart-symmetric-finetune,0.05,symmetric-0.2,symmetric-edge-flip,0.2,0.2,160,12,0.6666666666666666,0.0,0.0,0,0.9811771485586083
fixed-config,clean-warmstart-symmetric-finetune,clean-warmstart-symmetric-finetune,0.05,symmetric-0.3,symmetric-edge-flip,0.3,0.3,160,12,0.6666666666666666,0.0,0.0,0,0.9811771485586083
