p_delete,p_add,max_additions,degree_bucket,evaluated_nodes,correct_fraction,abstained_fraction,non_abstain_accuracy,positive_certified_accuracy,certified_fraction_on_correct,mean_reported_radius_on_correct,mean_pA_lower,mean_smoothed_confidence
0.01,5e-06,64,0,9,0.7777777777777778,0.0,0.7777777777777778,0.0,0.0,0.0,0.9177892046848588,0.9955555555555556
0.01,5e-06,64,1,9,0.8888888888888888,0.0,0.8888888888888888,0.0,0.0,0.0,0.9218260750046804,0.9977777777777779
0.01,5e-06,64,2,6,0.8333333333333334,0.0,0.8333333333333334,0.0,0.0,0.0,0.9170162113877355,0.995
0.02,1e-05,96,0,9,0.7777777777777778,0.0,0.7777777777777778,0.0,0.0,0.0,0.9126180037418057,0.9933333333333335
0.02,1e-05,96,1,9,0.8888888888888888,0.0,0.8888888888888888,0.0,0.0,0.0,0.9159863441707142,0.9944444444444444
0.02,1e-05,96,2,6,0.8333333333333334,0.0,0.8333333333333334,0.0,0.0,0.0,0.9048313165114662,0.9883333333333333
0.05,2e-05,160,0,9,0.7777777777777778,0.0,0.7777777777777778,0.0,0.0,0.0,0.9121568251595876,0.9922222222222222
0.05,2e-05,160,1,9,0.8888888888888888,0.0,0.8888888888888888,0.0,0.0,0.0,0.897968882154641,0.9844444444444443
0.05,2e-05,160,2,6,0.8333333333333334,0.0,0.8333333333333334,0.0,0.0,0.0,0.8734461775449498,0.9666666666666667
