mode,p_flip,p_delete,p_add,max_additions,predicted_class,true_label,is_correct,reported_total_radius,reported_delete_budget,reported_add_budget,pA_lower
sparse-edge-flip,,0.02,1e-05,4,4,4,True,0,0,0,0.022360679774997897
