p_delete,p_add,max_additions,evaluated_nodes,correct_nodes,correct_fraction,correct_fraction_ci_lower,correct_fraction_ci_upper,positive_certified_nodes,positive_certified_accuracy,positive_certified_accuracy_ci_lower,positive_certified_accuracy_ci_upper,positive_delete_certified_nodes,positive_delete_certified_accuracy,positive_delete_certified_accuracy_ci_lower,positive_delete_certified_accuracy_ci_upper,positive_add_certified_nodes,positive_add_certified_accuracy,positive_add_certified_accuracy_ci_lower,positive_add_certified_accuracy_ci_upper,certified_fraction_on_correct,certified_fraction_on_correct_ci_lower,certified_fraction_on_correct_ci_upper,mean_certified_radius_on_correct,mean_delete_radius_on_correct,mean_add_radius_on_correct
0.02,1e-05,4,2,1,0.5,0.09452865480086611,0.905471345199134,0,0.0,0.0,0.6576280471103807,0,0.0,0.0,0.6576280471103807,0,0.0,0.0,0.6576280471103807,0.0,0.0,0.7934567085261071,0.0,0.0,0.0
