p_delete,clean_test_accuracy,attacked_test_accuracy,clean_margin,attacked_margin,clean_pA_lower,attacked_pA_lower,clean_pred,attacked_pred,clean_is_correct,attacked_is_correct,true_label
0.05,0.806,0.805,1.0,0.988,0.9849131592259058,0.9724348788746924,2,0,1,0,2
0.1,0.805,0.804,1.0,0.96,0.9849131592259058,0.950255327451576,2,0,1,0,2
0.2,0.807,0.806,1.0,0.8520000000000001,0.9849131592259058,0.8798281309635116,2,0,1,0,2
0.3,0.808,0.808,1.0,0.772,0.9849131592259058,0.8323734057851246,2,0,1,0,2
0.4,0.804,0.802,1.0,0.5800000000000001,0.9849131592259058,0.7248951177149049,2,0,1,0,2
