epoch,loss,train,val,test
151,0.22160053253173828,1.0,0.804,0.814
152,0.24714650213718414,1.0,0.808,0.812
153,0.24079963564872742,1.0,0.808,0.813
154,0.2502171993255615,1.0,0.804,0.81
155,0.25039273500442505,1.0,0.8,0.812
156,0.26773643493652344,1.0,0.79,0.81
157,0.22303003072738647,1.0,0.794,0.808
158,0.2291063368320465,0.9928571428571429,0.792,0.807
159,0.24160660803318024,0.9928571428571429,0.792,0.805
160,0.23930509388446808,0.9928571428571429,0.796,0.81
161,0.25444209575653076,0.9928571428571429,0.8,0.814
162,0.24494881927967072,1.0,0.802,0.814
163,0.22426526248455048,1.0,0.806,0.817
164,0.2150060385465622,1.0,0.806,0.814
165,0.22159650921821594,1.0,0.806,0.817
166,0.2692788541316986,1.0,0.802,0.812
167,0.24255913496017456,1.0,0.798,0.812
168,0.24573849141597748,1.0,0.794,0.809
169,0.25300589203834534,1.0,0.794,0.808
170,0.22605866193771362,1.0,0.794,0.812
171,0.21765513718128204,1.0,0.794,0.811
172,0.23012644052505493,1.0,0.798,0.812
173,0.22970660030841827,1.0,0.8,0.813
174,0.21630622446537018,1.0,0.802,0.814
175,0.21979084610939026,1.0,0.804,0.815
176,0.22681275010108948,1.0,0.796,0.812
177,0.2236456573009491,1.0,0.796,0.812
178,0.22567160427570343,1.0,0.79,0.812
179,0.24270637333393097,1.0,0.792,0.809
180,0.23612327873706818,1.0,0.794,0.813
181,0.2087823450565338,1.0,0.796,0.808
182,0.22807997465133667,1.0,0.794,0.805
183,0.21653982996940613,1.0,0.792,0.809
184,0.22392451763153076,1.0,0.796,0.81
185,0.21919158101081848,1.0,0.798,0.817
186,0.22532182931900024,1.0,0.796,0.815
187,0.23481303453445435,1.0,0.794,0.814
188,0.20655182003974915,1.0,0.794,0.817
189,0.2285267859697342,1.0,0.798,0.815
190,0.21609432995319366,1.0,0.802,0.813
191,0.21372608840465546,1.0,0.802,0.814
192,0.21585452556610107,1.0,0.804,0.812
193,0.22031357884407043,1.0,0.802,0.812
194,0.2163572609424591,1.0,0.8,0.811
195,0.19111144542694092,1.0,0.796,0.812
196,0.21707621216773987,1.0,0.794,0.815
197,0.22094161808490753,1.0,0.794,0.815
198,0.21875448524951935,1.0,0.796,0.814
199,0.20495402812957764,1.0,0.798,0.814
200,0.19018813967704773,1.0,0.798,0.817
