epoch,loss,train,val,test
1,1.9456663131713867,0.55,0.37,0.396
2,1.9358307123184204,0.8142857142857143,0.584,0.584
3,1.9247760772705078,0.8714285714285714,0.626,0.646
4,1.911706566810608,0.8857142857142857,0.648,0.662
5,1.8971614837646484,0.8857142857142857,0.666,0.69
6,1.8790283203125,0.9071428571428571,0.67,0.697
7,1.863284945487976,0.9214285714285714,0.67,0.683
8,1.8424255847930908,0.9142857142857143,0.664,0.67
9,1.8240331411361694,0.9071428571428571,0.666,0.668
10,1.802013874053955,0.9142857142857143,0.666,0.678
11,1.7826746702194214,0.9214285714285714,0.692,0.685
12,1.7625244855880737,0.9214285714285714,0.7,0.693
13,1.7363100051879883,0.9285714285714286,0.71,0.713
14,1.7192680835723877,0.9285714285714286,0.724,0.727
15,1.6917016506195068,0.9428571428571428,0.734,0.737
16,1.656416654586792,0.95,0.73,0.742
17,1.643588900566101,0.9428571428571428,0.736,0.744
18,1.6122362613677979,0.9428571428571428,0.742,0.748
19,1.5854727029800415,0.9571428571428572,0.752,0.751
20,1.5483747720718384,0.9571428571428572,0.756,0.756
21,1.5329151153564453,0.9571428571428572,0.754,0.754
22,1.5056337118148804,0.9571428571428572,0.754,0.756
23,1.4614344835281372,0.9571428571428572,0.756,0.765
24,1.4343863725662231,0.9571428571428572,0.758,0.771
25,1.392903447151184,0.9571428571428572,0.762,0.774
26,1.3774566650390625,0.9571428571428572,0.766,0.778
27,1.3638827800750732,0.9571428571428572,0.76,0.783
28,1.307078242301941,0.9642857142857143,0.762,0.785
29,1.2877161502838135,0.9642857142857143,0.762,0.786
30,1.2630860805511475,0.9642857142857143,0.766,0.789
31,1.2247329950332642,0.9642857142857143,0.77,0.793
32,1.163527011871338,0.9642857142857143,0.766,0.798
33,1.1719104051589966,0.9642857142857143,0.77,0.799
34,1.127643346786499,0.9642857142857143,0.77,0.794
35,1.1151093244552612,0.9642857142857143,0.778,0.796
36,1.0635319948196411,0.9714285714285714,0.778,0.799
37,1.0233664512634277,0.9714285714285714,0.782,0.805
38,1.009901762008667,0.9714285714285714,0.786,0.807
39,0.972854495048523,0.9714285714285714,0.786,0.806
40,0.9732973575592041,0.9714285714285714,0.788,0.808
41,0.9514540433883667,0.9714285714285714,0.786,0.81
42,0.9055789113044739,0.9714285714285714,0.788,0.808
43,0.8651651740074158,0.9714285714285714,0.79,0.808
44,0.8587797284126282,0.9714285714285714,0.788,0.809
45,0.8220178484916687,0.9714285714285714,0.788,0.809
46,0.812103271484375,0.9785714285714285,0.788,0.809
47,0.7843758463859558,0.9785714285714285,0.794,0.812
48,0.774371325969696,0.9785714285714285,0.798,0.812
49,0.767899215221405,0.9785714285714285,0.798,0.817
50,0.7291657328605652,0.9785714285714285,0.804,0.82
51,0.7078561782836914,0.9785714285714285,0.81,0.818
52,0.6904093027114868,0.9785714285714285,0.814,0.82
53,0.6828438639640808,0.9785714285714285,0.814,0.821
54,0.6426061987876892,0.9785714285714285,0.812,0.82
55,0.6540428996086121,0.9785714285714285,0.8,0.82
56,0.6245279908180237,0.9785714285714285,0.794,0.819
57,0.6277638077735901,0.9785714285714285,0.788,0.82
58,0.6126694679260254,0.9785714285714285,0.788,0.821
59,0.556033194065094,0.9785714285714285,0.792,0.821
60,0.582817554473877,0.9785714285714285,0.792,0.82
61,0.5564057230949402,0.9785714285714285,0.796,0.822
62,0.5629040598869324,0.9785714285714285,0.802,0.821
63,0.5349317193031311,0.9857142857142858,0.802,0.821
64,0.5449796915054321,0.9785714285714285,0.81,0.82
65,0.502269446849823,0.9785714285714285,0.808,0.82
66,0.5116607546806335,0.9785714285714285,0.808,0.819
67,0.5035094022750854,0.9785714285714285,0.808,0.82
68,0.4755111634731293,0.9785714285714285,0.806,0.819
69,0.4643581509590149,0.9857142857142858,0.81,0.819
70,0.494261234998703,0.9857142857142858,0.802,0.816
71,0.48438185453414917,0.9857142857142858,0.802,0.817
72,0.4392445385456085,0.9857142857142858,0.804,0.819
73,0.45451149344444275,0.9857142857142858,0.804,0.82
74,0.4698164165019989,0.9857142857142858,0.804,0.819
75,0.4606621265411377,0.9857142857142858,0.804,0.817
76,0.40630659461021423,0.9857142857142858,0.804,0.814
77,0.43922528624534607,0.9857142857142858,0.8,0.817
78,0.42928197979927063,0.9857142857142858,0.796,0.816
79,0.4349237382411957,0.9857142857142858,0.796,0.817
80,0.41259443759918213,0.9857142857142858,0.8,0.817
81,0.3940621316432953,0.9857142857142858,0.806,0.819
82,0.3861679434776306,0.9857142857142858,0.804,0.819
83,0.4059462547302246,0.9857142857142858,0.804,0.82
84,0.41129636764526367,0.9857142857142858,0.804,0.819
85,0.4032834470272064,0.9857142857142858,0.804,0.821
86,0.3979458808898926,0.9857142857142858,0.808,0.818
87,0.40657591819763184,0.9928571428571429,0.808,0.819
88,0.39140936732292175,0.9928571428571429,0.808,0.818
89,0.3860180974006653,0.9928571428571429,0.804,0.813
90,0.3677915632724762,0.9928571428571429,0.806,0.813
91,0.4111226797103882,0.9928571428571429,0.802,0.812
92,0.3393574655056,0.9857142857142858,0.792,0.813
93,0.3528822660446167,0.9857142857142858,0.798,0.815
94,0.3586936295032501,0.9857142857142858,0.8,0.817
95,0.3715798258781433,0.9857142857142858,0.8,0.823
96,0.3670670986175537,0.9857142857142858,0.806,0.823
97,0.3331017792224884,0.9928571428571429,0.808,0.821
98,0.3468692898750305,0.9928571428571429,0.812,0.82
99,0.3369961380958557,0.9928571428571429,0.806,0.817
100,0.33262646198272705,0.9928571428571429,0.806,0.813
101,0.3497600257396698,0.9928571428571429,0.798,0.812
102,0.3396170437335968,0.9928571428571429,0.798,0.809
103,0.34843313694000244,0.9928571428571429,0.8,0.809
104,0.3175673186779022,0.9928571428571429,0.802,0.812
105,0.31508147716522217,0.9928571428571429,0.804,0.812
106,0.32325059175491333,1.0,0.806,0.814
107,0.3350635766983032,1.0,0.806,0.82
108,0.35024183988571167,1.0,0.808,0.818
109,0.32992634177207947,0.9928571428571429,0.804,0.815
110,0.31440165638923645,0.9928571428571429,0.802,0.812
111,0.29526951909065247,0.9928571428571429,0.8,0.809
112,0.30486980080604553,0.9928571428571429,0.796,0.807
113,0.30034714937210083,0.9928571428571429,0.794,0.808
114,0.28074130415916443,0.9928571428571429,0.792,0.806
115,0.29718348383903503,0.9928571428571429,0.796,0.806
116,0.3012899160385132,1.0,0.8,0.813
117,0.33287227153778076,1.0,0.802,0.813
118,0.29673829674720764,1.0,0.802,0.814
119,0.2906688153743744,1.0,0.808,0.815
120,0.30429962277412415,1.0,0.808,0.817
121,0.29341188073158264,1.0,0.8,0.811
122,0.27256137132644653,0.9928571428571429,0.802,0.81
123,0.2986249029636383,0.9928571428571429,0.798,0.808
124,0.2626216411590576,0.9928571428571429,0.796,0.81
125,0.29448679089546204,0.9928571428571429,0.798,0.812
126,0.2623208165168762,0.9928571428571429,0.798,0.815
127,0.26185116171836853,0.9928571428571429,0.802,0.809
128,0.26717016100883484,1.0,0.806,0.814
129,0.2684696316719055,1.0,0.802,0.813
130,0.2821834981441498,1.0,0.802,0.814
131,0.26814520359039307,1.0,0.8,0.815
132,0.2591991722583771,1.0,0.794,0.816
133,0.2865581214427948,1.0,0.796,0.814
134,0.24226632714271545,0.9928571428571429,0.796,0.809
135,0.30784618854522705,0.9928571428571429,0.794,0.81
136,0.2950350046157837,0.9928571428571429,0.796,0.811
137,0.2539149522781372,1.0,0.798,0.811
138,0.2686809301376343,1.0,0.8,0.811
139,0.26139187812805176,1.0,0.808,0.82
140,0.2609492838382721,1.0,0.808,0.819
141,0.2602899372577667,1.0,0.804,0.819
142,0.24908937513828278,1.0,0.8,0.817
143,0.27531081438064575,1.0,0.798,0.816
144,0.2462158501148224,0.9928571428571429,0.792,0.813
145,0.24504955112934113,0.9928571428571429,0.79,0.804
146,0.26706722378730774,0.9928571428571429,0.788,0.807
147,0.2622148394584656,0.9928571428571429,0.79,0.81
148,0.2560618221759796,1.0,0.798,0.815
149,0.2483358383178711,1.0,0.804,0.814
150,0.25540924072265625,1.0,0.802,0.813
