seed,summary_type,config_branch,model_variant,attack_variant,threshold,config_label,mode,purification_operator,purification_threshold,certificate_report_strategy,adaptive_profile,p_delete,p_add,max_additions,evaluated_nodes,purified_plain_correct_fraction,correct_fraction,abstained_fraction,correct_abstained_fraction,correct_zero_radius_fraction,positive_certified_fraction,max_reported_radius,mean_pA_lower,mean_lower_margin,mean_purified_confidence,mean_purified_margin,mean_target_degree,mean_resolved_p_delete,mean_resolved_p_add,mean_resolved_max_additions,failure_reason_counts
42,fixed-config,mainline,clean-training,clean-training,0.01,symmetric-0.3,symmetric-edge-flip,jaccard,0.01,rest,,0.3,0.3,160,2,0.5,0.0,0.0,0.0,0.0,0.0,0,0.9811771485586084,0.9623542971172168,0.38664987683296204,0.25118282437324524,2.5,0.3,0.3,160.0,prediction-incorrect:2
42,fixed-config,mainline,clean-training,clean-training,0.01,symmetric-0.3-top2,symmetric-edge-flip,jaccard,0.01,top2,,0.3,0.3,160,2,0.5,0.0,0.0,0.0,0.0,0.0,0,0.9811771485586084,0.9623542971172168,0.38664987683296204,0.25118282437324524,2.5,0.3,0.3,160.0,prediction-incorrect:2
42,fixed-config,mainline,clean-training,clean-training,0.01,symmetric-0.3-cosine-top2,symmetric-edge-flip,cosine,0.01,top2,,0.3,0.3,160,2,0.5,0.0,0.0,0.0,0.0,0.0,0,0.9811771485586084,0.9623542971172168,0.38664987683296204,0.25118282437324524,2.5,0.3,0.3,160.0,prediction-incorrect:2
42,fixed-config,mainline,clean-training,clean-training,0.02,symmetric-0.3,symmetric-edge-flip,jaccard,0.02,rest,,0.3,0.3,160,2,0.5,0.0,0.0,0.0,0.0,0.0,0,0.9811771485586084,0.9623542971172168,0.38664987683296204,0.25118282437324524,2.5,0.3,0.3,160.0,prediction-incorrect:2
42,fixed-config,mainline,clean-training,clean-training,0.02,symmetric-0.3-top2,symmetric-edge-flip,jaccard,0.02,top2,,0.3,0.3,160,2,0.5,0.0,0.0,0.0,0.0,0.0,0,0.9811771485586084,0.9623542971172168,0.38664987683296204,0.25118282437324524,2.5,0.3,0.3,160.0,prediction-incorrect:2
42,fixed-config,mainline,clean-training,clean-training,0.02,symmetric-0.3-cosine-top2,symmetric-edge-flip,cosine,0.02,top2,,0.3,0.3,160,2,0.5,0.0,0.0,0.0,0.0,0.0,0,0.9811771485586084,0.9623542971172168,0.38664987683296204,0.25118282437324524,2.5,0.3,0.3,160.0,prediction-incorrect:2
42,fixed-config,mainline,clean-training,clean-training,0.05,symmetric-0.3,symmetric-edge-flip,jaccard,0.05,rest,,0.3,0.3,160,2,1.0,0.0,0.0,0.0,0.0,0.0,0,0.9811771485586084,0.9623542971172168,0.2439461126923561,0.08384063839912415,1.0,0.3,0.3,160.0,prediction-incorrect:2
42,fixed-config,mainline,clean-training,clean-training,0.05,symmetric-0.3-top2,symmetric-edge-flip,jaccard,0.05,top2,,0.3,0.3,160,2,1.0,0.0,0.0,0.0,0.0,0.0,0,0.9811771485586084,0.9623542971172168,0.2439461126923561,0.08384063839912415,1.0,0.3,0.3,160.0,prediction-incorrect:2
42,fixed-config,mainline,clean-training,clean-training,0.05,symmetric-0.3-cosine-top2,symmetric-edge-flip,cosine,0.05,top2,,0.3,0.3,160,2,0.5,0.0,0.0,0.0,0.0,0.0,0,0.9811771485586084,0.9623542971172168,0.38664987683296204,0.25118282437324524,2.5,0.3,0.3,160.0,prediction-incorrect:2
42,fixed-config,mainline,clean-warmstart-symmetric-finetune,clean-warmstart-symmetric-finetune,0.01,symmetric-0.3,symmetric-edge-flip,jaccard,0.01,rest,,0.3,0.3,160,2,0.5,0.0,0.0,0.0,0.0,0.0,0,0.9811771485586084,0.9623542971172168,0.22632943838834763,0.04502019286155701,0.0,0.3,0.3,160.0,prediction-incorrect:2
42,fixed-config,mainline,clean-warmstart-symmetric-finetune,clean-warmstart-symmetric-finetune,0.01,symmetric-0.3-top2,symmetric-edge-flip,jaccard,0.01,top2,,0.3,0.3,160,2,0.5,0.0,0.0,0.0,0.0,0.0,0,0.9811771485586084,0.9623542971172168,0.22632943838834763,0.04502019286155701,0.0,0.3,0.3,160.0,prediction-incorrect:2
42,fixed-config,mainline,clean-warmstart-symmetric-finetune,clean-warmstart-symmetric-finetune,0.01,symmetric-0.3-cosine-top2,symmetric-edge-flip,cosine,0.01,top2,,0.3,0.3,160,2,0.5,0.0,0.0,0.0,0.0,0.0,0,0.9811771485586084,0.9623542971172168,0.22632943838834763,0.04502019286155701,0.0,0.3,0.3,160.0,prediction-incorrect:2
42,fixed-config,mainline,clean-warmstart-symmetric-finetune,clean-warmstart-symmetric-finetune,0.02,symmetric-0.3,symmetric-edge-flip,jaccard,0.02,rest,,0.3,0.3,160,2,0.5,0.0,0.0,0.0,0.0,0.0,0,0.9811771485586084,0.9623542971172168,0.22632943838834763,0.04502019286155701,0.0,0.3,0.3,160.0,prediction-incorrect:2
