seed,summary_type,config_branch,model_variant,attack_variant,threshold,evaluated_nodes,purified_plain_correct_fraction,correct_fraction,abstained_fraction,correct_abstained_fraction,correct_zero_radius_fraction,positive_certified_fraction,mean_reported_radius,max_reported_radius,mean_pA_lower,mean_lower_margin,mean_target_edge_retention,mean_purified_confidence,mean_purified_margin,mean_target_degree,nodes_with_correct_config,nodes_without_correct_config,correct_selected_config_counts,selection_status_counts,failure_reason_counts
7,oracle-best-correct,mainline,clean-training,clean-training,0.01,16,0.25,0.5,0.0625,0.0625,0.0625,0.375,1.875,5,0.9287499205778508,0.8574998411557022,0.6357142857142857,0.4598682140931487,0.2823853208683431,3.4375,8,8,symmetric-0.3:14; symmetric-0.3-cosine-top2:2,best-correct-radius:8; fallback-mainline:8,abstained:1; positive-radius:6; prediction-incorrect:8; zero-radius:1
7,oracle-best-correct,mainline,clean-training,clean-training,0.02,16,0.3125,0.5,0.0625,0.0625,0.0625,0.375,1.875,5,0.9294774827474978,0.858954965494996,0.47812499999999997,0.4281607158482075,0.2521155974827707,2.6875,8,8,symmetric-0.3:14; symmetric-0.3-cosine-top2:1; symmetric-0.3-top2:1,best-correct-radius:8; fallback-mainline:8,abstained:1; positive-radius:6; prediction-incorrect:8; zero-radius:1
7,oracle-best-correct,mainline,clean-training,clean-training,0.05,16,0.75,0.4375,0.0625,0.0,0.0625,0.375,1.875,5,0.9261064454710689,0.852212890942138,0.2375,0.35268055368214846,0.1681983871385455,1.5625,7,9,symmetric-0.3:15; symmetric-0.3-top2:1,best-correct-radius:7; fallback-mainline:9,positive-radius:6; prediction-incorrect:9; zero-radius:1
7,oracle-best-correct,mainline,clean-warmstart-symmetric-finetune,clean-warmstart-symmetric-finetune,0.01,16,0.3125,0.5,0.0625,0.0625,0.0625,0.375,1.875,5,0.9282251446639266,0.8564502893278539,0.6638392857142856,0.4310586666688323,0.2357162069529295,3.5625,8,8,symmetric-0.3:15; symmetric-0.3-cosine-top2:1,best-correct-radius:8; fallback-mainline:8,abstained:1; positive-radius:6; prediction-incorrect:8; zero-radius:1
7,oracle-best-correct,mainline,clean-warmstart-symmetric-finetune,clean-warmstart-symmetric-finetune,0.02,16,0.375,0.5,0.0625,0.0625,0.0625,0.375,1.875,5,0.9292853459676859,0.8585706919353723,0.475,0.41173822432756424,0.22213272796943784,2.6875,8,8,symmetric-0.3:15; symmetric-0.3-cosine-top2:1,best-correct-radius:8; fallback-mainline:8,abstained:1; positive-radius:6; prediction-incorrect:8; zero-radius:1
7,oracle-best-correct,mainline,clean-warmstart-symmetric-finetune,clean-warmstart-symmetric-finetune,0.05,16,0.6875,0.5,0.0625,0.0625,0.0625,0.375,1.875,5,0.9291810794642357,0.8583621589284717,0.2375,0.3606930021196604,0.18121478660032153,1.5625,8,8,symmetric-0.3:15; symmetric-0.3-cosine-top2:1,best-correct-radius:8; fallback-mainline:8,abstained:1; positive-radius:6; prediction-incorrect:8; zero-radius:1
