epoch,loss,train,val,test
140,0.2805884778499603,1.0,0.79,0.803
141,0.2677883803844452,0.9928571428571429,0.79,0.808
142,0.2658834159374237,0.9928571428571429,0.79,0.808
143,0.25091442465782166,0.9857142857142858,0.79,0.808
144,0.2647867500782013,0.9928571428571429,0.788,0.808
145,0.2755560576915741,1.0,0.788,0.809
146,0.26984867453575134,1.0,0.788,0.809
147,0.2732735872268677,1.0,0.792,0.808
148,0.2590663433074951,1.0,0.792,0.805
149,0.28521090745925903,1.0,0.788,0.804
150,0.26348793506622314,1.0,0.788,0.799
151,0.26437392830848694,1.0,0.788,0.807
152,0.26366856694221497,1.0,0.788,0.807
153,0.2705235481262207,1.0,0.79,0.805
154,0.25648513436317444,1.0,0.792,0.802
155,0.24928618967533112,1.0,0.792,0.804
156,0.2580168545246124,1.0,0.79,0.803
157,0.2455625832080841,1.0,0.792,0.798
158,0.26755502820014954,1.0,0.792,0.8
159,0.2507588565349579,1.0,0.79,0.802
160,0.2507545053958893,1.0,0.792,0.804
161,0.26160016655921936,1.0,0.794,0.811
162,0.2371240109205246,1.0,0.79,0.808
163,0.2745683789253235,1.0,0.79,0.804
164,0.24361294507980347,1.0,0.796,0.804
165,0.2587224543094635,1.0,0.794,0.799
166,0.2488614171743393,1.0,0.79,0.795
167,0.24760407209396362,1.0,0.79,0.794
168,0.2553071677684784,1.0,0.782,0.795
169,0.24479037523269653,0.9928571428571429,0.784,0.801
170,0.2611311972141266,0.9928571428571429,0.788,0.805
171,0.23489494621753693,1.0,0.794,0.813
172,0.24396544694900513,1.0,0.794,0.809
173,0.24053813517093658,1.0,0.794,0.812
174,0.2363371104001999,1.0,0.794,0.811
175,0.2478388398885727,1.0,0.792,0.807
176,0.23190425336360931,1.0,0.794,0.804
177,0.23992876708507538,1.0,0.788,0.797
178,0.23062948882579803,1.0,0.788,0.794
179,0.25314590334892273,1.0,0.788,0.793
180,0.2385500818490982,1.0,0.788,0.792
181,0.22113361954689026,1.0,0.794,0.796
182,0.24013791978359222,1.0,0.794,0.802
183,0.23004604876041412,1.0,0.79,0.808
184,0.24028126895427704,1.0,0.794,0.809
185,0.24713145196437836,1.0,0.794,0.807
186,0.2202361524105072,1.0,0.794,0.809
187,0.2280258983373642,1.0,0.79,0.81
188,0.22513404488563538,1.0,0.788,0.807
189,0.22188356518745422,1.0,0.788,0.803
190,0.24767279624938965,1.0,0.786,0.8
191,0.25371119379997253,1.0,0.792,0.799
192,0.22554682195186615,1.0,0.792,0.8
193,0.23489324748516083,1.0,0.794,0.8
194,0.22266045212745667,1.0,0.792,0.8
195,0.21066386997699738,1.0,0.792,0.805
196,0.24051465094089508,1.0,0.792,0.807
197,0.23144586384296417,1.0,0.79,0.81
198,0.21173520386219025,1.0,0.79,0.81
199,0.20385321974754333,1.0,0.788,0.811
200,0.23768708109855652,1.0,0.79,0.806
