seed,summary_type,config_branch,model_variant,attack_variant,threshold,evaluated_nodes,purified_plain_correct_fraction,correct_fraction,abstained_fraction,correct_abstained_fraction,correct_zero_radius_fraction,positive_certified_fraction,mean_reported_radius,max_reported_radius,mean_pA_lower,mean_lower_margin,mean_target_edge_retention,mean_purified_confidence,mean_purified_margin,mean_target_degree,nodes_with_correct_config,nodes_without_correct_config,correct_selected_config_counts,selection_status_counts,failure_reason_counts
99,selector-heuristic,mainline,clean-training,clean-training,0.01,12,0.5,0.08333333333333333,0.0,0.0,0.0,0.08333333333333333,0.4166666666666667,5,0.9811771485586083,0.9623542971172169,0.5215430402930403,0.3829668660958608,0.2170385398591558,3.25,1,11,symmetric-0.3:1; symmetric-0.3-degree-adaptive:1; symmetric-0.3-top2:10,default-symmetric:1; degree-adaptive:1; low-margin-top2:10,positive-radius:1; prediction-incorrect:11
99,selector-heuristic,mainline,clean-training,clean-training,0.02,12,0.5,0.08333333333333333,0.0,0.0,0.0,0.08333333333333333,0.4166666666666667,5,0.9811771485586083,0.9623542971172169,0.5215430402930403,0.38296686361233395,0.21703853737562895,3.25,1,11,symmetric-0.3:1; symmetric-0.3-degree-adaptive:1; symmetric-0.3-top2:10,default-symmetric:1; degree-adaptive:1; low-margin-top2:10,positive-radius:1; prediction-incorrect:11
99,selector-heuristic,mainline,clean-training,clean-training,0.05,12,0.6666666666666666,0.08333333333333333,0.0,0.0,0.0,0.08333333333333333,0.4166666666666667,5,0.9811771485586083,0.9623542971172169,0.3351114163614164,0.30350373437007266,0.1266876912365357,2.3333333333333335,1,11,symmetric-0.3-degree-adaptive:1; symmetric-0.3-top2:11,degree-adaptive:1; low-margin-top2:11,positive-radius:1; prediction-incorrect:11
99,selector-heuristic,mainline,matched-sparse-noisy-training,matched-sparse-noisy-training,0.01,12,0.5833333333333334,0.25,0.4166666666666667,0.0,0.16666666666666666,0.08333333333333333,0.08333333333333333,1,0.5688647111752639,0.137729422350528,0.41924603174603176,0.4620257690548897,0.30733850187001127,2.75,6,6,symmetric-0.3-top2:12,low-margin-top2:12,positive-radius:1; prediction-incorrect:9; zero-radius:2
99,selector-heuristic,mainline,matched-sparse-noisy-training,matched-sparse-noisy-training,0.02,12,0.5833333333333334,0.25,0.4166666666666667,0.0,0.16666666666666666,0.08333333333333333,0.08333333333333333,1,0.5833408185335801,0.16668163706716008,0.41924603174603176,0.4620257690548897,0.30733850187001127,2.75,6,6,symmetric-0.3-top2:12,low-margin-top2:12,positive-radius:1; prediction-incorrect:9; zero-radius:2
99,selector-heuristic,mainline,matched-sparse-noisy-training,matched-sparse-noisy-training,0.05,12,0.75,0.25,0.4166666666666667,0.0,0.16666666666666666,0.08333333333333333,0.08333333333333333,1,0.5802560605450305,0.160512121090061,0.26607142857142857,0.404926385730505,0.24494803844330212,1.75,5,7,symmetric-0.3-top2:12,low-margin-top2:12,positive-radius:1; prediction-incorrect:9; zero-radius:2
99,selector-heuristic,mainline,balanced-sparse-noisy-training,balanced-sparse-noisy-training,0.01,12,0.5,0.16666666666666666,0.0,0.0,0.0,0.16666666666666666,0.8333333333333334,5,0.9811771485586083,0.9623542971172169,0.3607142857142857,0.41537201156218845,0.22777403270204863,2.3333333333333335,2,10,symmetric-0.3-top2:12,low-margin-top2:12,positive-radius:2; prediction-incorrect:10
99,selector-heuristic,mainline,balanced-sparse-noisy-training,balanced-sparse-noisy-training,0.02,12,0.5,0.16666666666666666,0.0,0.0,0.0,0.16666666666666666,0.8333333333333334,5,0.9811771485586083,0.9623542971172169,0.3607142857142857,0.41537201156218845,0.22777403394381204,2.3333333333333335,2,10,symmetric-0.3-top2:12,low-margin-top2:12,positive-radius:2; prediction-incorrect:10
99,selector-heuristic,mainline,balanced-sparse-noisy-training,balanced-sparse-noisy-training,0.05,12,0.6666666666666666,0.16666666666666666,0.0,0.0,0.0,0.16666666666666666,0.8333333333333334,5,0.9811771485586083,0.9623542971172169,0.2530753968253968,0.4380735605955124,0.28058194431165856,1.6666666666666667,2,10,symmetric-0.3-top2:12,low-margin-top2:12,positive-radius:2; prediction-incorrect:10
99,selector-heuristic,mainline,clean-warmstart-symmetric-finetune,clean-warmstart-symmetric-finetune,0.01,12,0.5,0.08333333333333333,0.0,0.0,0.0,0.08333333333333333,0.4166666666666667,5,0.9811771485586083,0.9623542971172169,0.5215430402930403,0.3829668660958608,0.21703854110091925,3.25,1,11,symmetric-0.3:1; symmetric-0.3-degree-adaptive:1; symmetric-0.3-top2:10,default-symmetric:1; degree-adaptive:1; low-margin-top2:10,positive-radius:1; prediction-incorrect:11
99,selector-heuristic,mainline,clean-warmstart-symmetric-finetune,clean-warmstart-symmetric-finetune,0.02,12,0.5,0.08333333333333333,0.0,0.0,0.0,0.08333333333333333,0.4166666666666667,5,0.9811771485586083,0.9623542971172169,0.5215430402930403,0.38296686857938766,0.21703854110091925,3.25,1,11,symmetric-0.3:1; symmetric-0.3-degree-adaptive:1; symmetric-0.3-top2:10,default-symmetric:1; degree-adaptive:1; low-margin-top2:10,positive-radius:1; prediction-incorrect:11
99,selector-heuristic,mainline,clean-warmstart-symmetric-finetune,clean-warmstart-symmetric-finetune,0.05,12,0.6666666666666666,0.08333333333333333,0.0,0.0,0.0,0.08333333333333333,0.4166666666666667,5,0.9811771485586083,0.9623542971172169,0.3351114163614164,0.30350373437007266,0.1266876912365357,2.3333333333333335,1,11,symmetric-0.3-degree-adaptive:1; symmetric-0.3-top2:11,degree-adaptive:1; low-margin-top2:11,positive-radius:1; prediction-incorrect:11
99,selector-heuristic,mainline,purification-aware-symmetric-finetune,purification-aware-symmetric-finetune,0.01,12,0.5,0.08333333333333333,0.0,0.0,0.0,0.08333333333333333,0.4166666666666667,5,0.9811771485586083,0.9623542971172169,0.5215430402930403,0.38296686112880707,0.21703853737562895,3.25,1,11,symmetric-0.3:1; symmetric-0.3-degree-adaptive:1; symmetric-0.3-top2:10,default-symmetric:1; degree-adaptive:1; low-margin-top2:10,positive-radius:1; prediction-incorrect:11
99,selector-heuristic,mainline,purification-aware-symmetric-finetune,purification-aware-symmetric-finetune,0.02,12,0.5,0.08333333333333333,0.0,0.0,0.0,0.08333333333333333,0.4166666666666667,5,0.9811771485586083,0.9623542971172169,0.5215430402930403,0.38296686361233395,0.21703853737562895,3.25,1,11,symmetric-0.3:1; symmetric-0.3-degree-adaptive:1; symmetric-0.3-top2:10,default-symmetric:1; degree-adaptive:1; low-margin-top2:10,positive-radius:1; prediction-incorrect:11
99,selector-heuristic,mainline,purification-aware-symmetric-finetune,purification-aware-symmetric-finetune,0.05,12,0.6666666666666666,0.08333333333333333,0.0,0.0,0.0,0.08333333333333333,0.4166666666666667,5,0.9811771485586083,0.9623542971172169,0.3351114163614164,0.30350373437007266,0.12668769372006258,2.3333333333333335,1,11,symmetric-0.3-degree-adaptive:1; symmetric-0.3-top2:11,degree-adaptive:1; low-margin-top2:11,positive-radius:1; prediction-incorrect:11
