seed,summary_type,config_branch,model_variant,attack_variant,threshold,config_label,mode,purification_operator,purification_threshold,certificate_report_strategy,adaptive_profile,p_delete,p_add,max_additions,evaluated_nodes,purified_plain_correct_fraction,correct_fraction,abstained_fraction,correct_abstained_fraction,correct_zero_radius_fraction,positive_certified_fraction,max_reported_radius,mean_pA_lower,mean_lower_margin,mean_purified_confidence,mean_purified_margin,mean_target_degree,mean_resolved_p_delete,mean_resolved_p_add,mean_resolved_max_additions,failure_reason_counts
7,fixed-config,ablation,purification-aware-symmetric-finetune,purification-aware-symmetric-finetune,0.05,legacy-sparse-asym-0.05,sparse-edge-flip,jaccard,0.05,rest,,0.05,2e-05,160,12,0.75,0.75,0.0,0.0,0.5,0.25,1,0.9344831867900361,0.868966373580072,0.34251102556784946,0.19378500431776047,1.4166666666666667,0.049999999999999996,2e-05,160.0,positive-radius:3; prediction-incorrect:3; zero-radius:6
42,fixed-config,ablation,clean-training,clean-training,0.01,legacy-sparse-asym-0.01,sparse-edge-flip,jaccard,0.01,rest,,0.01,5e-06,64,11,0.8181818181818182,0.8181818181818182,0.0,0.0,0.8181818181818182,0.0,0,0.9697734854029402,0.9395469708058802,0.36950906162912195,0.23113599622791464,2.0,0.009999999999999998,5e-06,64.0,prediction-incorrect:2; zero-radius:9
42,fixed-config,ablation,clean-training,clean-training,0.01,legacy-sparse-asym-0.02,sparse-edge-flip,jaccard,0.01,rest,,0.02,1e-05,96,11,0.8181818181818182,0.8181818181818182,0.0,0.0,0.8181818181818182,0.0,0,0.959221837181704,0.918443674363408,0.36950906162912195,0.23113599622791464,2.0,0.019999999999999997,1e-05,96.0,prediction-incorrect:2; zero-radius:9
42,fixed-config,ablation,clean-training,clean-training,0.01,legacy-sparse-asym-0.05,sparse-edge-flip,jaccard,0.01,rest,,0.05,2e-05,160,11,0.8181818181818182,0.8181818181818182,0.0,0.0,0.5454545454545454,0.2727272727272727,1,0.9327970384863078,0.8655940769726157,0.36950906162912195,0.23113599622791464,2.0,0.049999999999999996,2e-05,160.0,positive-radius:3; prediction-incorrect:2; zero-radius:6
42,fixed-config,ablation,clean-training,clean-training,0.02,legacy-sparse-asym-0.01,sparse-edge-flip,jaccard,0.02,rest,,0.01,5e-06,64,11,0.8181818181818182,0.8181818181818182,0.0,0.0,0.8181818181818182,0.0,0,0.9669599351221535,0.9339198702443071,0.369509064338424,0.23113599758256564,2.0,0.009999999999999998,5e-06,64.0,prediction-incorrect:2; zero-radius:9
42,fixed-config,ablation,clean-training,clean-training,0.02,legacy-sparse-asym-0.02,sparse-edge-flip,jaccard,0.02,rest,,0.02,1e-05,96,11,0.8181818181818182,0.8181818181818182,0.0,0.0,0.8181818181818182,0.0,0,0.9592431053959498,0.9184862107918998,0.36950906162912195,0.23113599758256564,2.0,0.019999999999999997,1e-05,96.0,prediction-incorrect:2; zero-radius:9
42,fixed-config,ablation,clean-training,clean-training,0.02,legacy-sparse-asym-0.05,sparse-edge-flip,jaccard,0.02,rest,,0.05,2e-05,160,11,0.8181818181818182,0.8181818181818182,0.0,0.0,0.5454545454545454,0.2727272727272727,1,0.9443880558066116,0.8887761116132231,0.36950906162912195,0.23113599622791464,2.0,0.049999999999999996,2e-05,160.0,positive-radius:3; prediction-incorrect:2; zero-radius:6
42,fixed-config,ablation,clean-training,clean-training,0.05,legacy-sparse-asym-0.01,sparse-edge-flip,jaccard,0.05,rest,,0.01,5e-06,64,11,0.8181818181818182,0.8181818181818182,0.0,0.0,0.8181818181818182,0.0,0,0.9672577404666473,0.9345154809332944,0.4274342412298376,0.28848355873064563,1.5454545454545454,0.009999999999999998,5e-06,64.0,prediction-incorrect:2; zero-radius:9
42,fixed-config,ablation,clean-training,clean-training,0.05,legacy-sparse-asym-0.02,sparse-edge-flip,jaccard,0.05,rest,,0.02,1e-05,96,11,0.8181818181818182,0.8181818181818182,0.0,0.0,0.8181818181818182,0.0,0,0.9515586159507492,0.9031172319014984,0.4274342412298376,0.28848355873064563,1.5454545454545454,0.019999999999999997,1e-05,96.0,prediction-incorrect:2; zero-radius:9
42,fixed-config,ablation,clean-training,clean-training,0.05,legacy-sparse-asym-0.05,sparse-edge-flip,jaccard,0.05,rest,,0.05,2e-05,160,11,0.8181818181818182,0.8181818181818182,0.0,0.0,0.5454545454545454,0.2727272727272727,1,0.9310608447260867,0.8621216894521736,0.4274342412298376,0.28848355873064563,1.5454545454545454,0.049999999999999996,2e-05,160.0,positive-radius:3; prediction-incorrect:2; zero-radius:6
