model_variant,attack_variant,threshold,config_label,mode,p_delete,p_add,max_additions,num_seeds,seeds,evaluated_nodes_mean,evaluated_nodes_std,evaluated_nodes_sample_std,evaluated_nodes_sem,evaluated_nodes_ci95_half_width,evaluated_nodes_ci95_low,evaluated_nodes_ci95_high,evaluated_nodes_min,evaluated_nodes_max,purified_plain_correct_fraction_mean,purified_plain_correct_fraction_std,purified_plain_correct_fraction_sample_std,purified_plain_correct_fraction_sem,purified_plain_correct_fraction_ci95_half_width,purified_plain_correct_fraction_ci95_low,purified_plain_correct_fraction_ci95_high,purified_plain_correct_fraction_min,purified_plain_correct_fraction_max,correct_fraction_mean,correct_fraction_std,correct_fraction_sample_std,correct_fraction_sem,correct_fraction_ci95_half_width,correct_fraction_ci95_low,correct_fraction_ci95_high,correct_fraction_min,correct_fraction_max,positive_certified_fraction_mean,positive_certified_fraction_std,positive_certified_fraction_sample_std,positive_certified_fraction_sem,positive_certified_fraction_ci95_half_width,positive_certified_fraction_ci95_low,positive_certified_fraction_ci95_high,positive_certified_fraction_min,positive_certified_fraction_max,max_reported_radius_mean,max_reported_radius_std,max_reported_radius_sample_std,max_reported_radius_sem,max_reported_radius_ci95_half_width,max_reported_radius_ci95_low,max_reported_radius_ci95_high,max_reported_radius_min,max_reported_radius_max,mean_pA_lower_mean,mean_pA_lower_std,mean_pA_lower_sample_std,mean_pA_lower_sem,mean_pA_lower_ci95_half_width,mean_pA_lower_ci95_low,mean_pA_lower_ci95_high,mean_pA_lower_min,mean_pA_lower_max
clean-warmstart-symmetric-finetune,clean-warmstart-symmetric-finetune,0.01,sparse-asym-0.02,sparse-edge-flip,0.02,1e-05,96,5,7; 21; 42; 84; 99,11.8,0.39999999999999997,0.4472135954999579,0.19999999999999998,0.39199999999999996,11.408000000000001,12.192,11.0,12.0,0.5757575757575757,0.11882111470725848,0.132846044823865,0.05941055735362924,0.11644469241311331,0.4593128833444624,0.692202268170689,0.4166666666666667,0.75,0.5757575757575757,0.11882111470725848,0.132846044823865,0.05941055735362924,0.11644469241311331,0.4593128833444624,0.692202268170689,0.4166666666666667,0.75,0.2545454545454545,0.11820124160510355,0.13215300562694396,0.05910062080255178,0.11583721677300149,0.13870823777245303,0.37038267131845604,0.08333333333333333,0.4166666666666667,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.9815655408682253,0.0037476439715900677,0.004189993337971341,0.0018738219857950338,0.0036726910921582663,0.977892849776067,0.9852382319603836,0.9770897421116065,0.98705282922458
clean-warmstart-symmetric-finetune,clean-warmstart-symmetric-finetune,0.01,sparse-asym-0.05,sparse-edge-flip,0.05,2e-05,160,5,7; 21; 42; 84; 99,11.8,0.39999999999999997,0.4472135954999579,0.19999999999999998,0.39199999999999996,11.408000000000001,12.192,11.0,12.0,0.5757575757575757,0.11882111470725848,0.132846044823865,0.05941055735362924,0.11644469241311331,0.4593128833444624,0.692202268170689,0.4166666666666667,0.75,0.5757575757575757,0.11882111470725848,0.132846044823865,0.05941055735362924,0.11644469241311331,0.4593128833444624,0.692202268170689,0.4166666666666667,0.75,0.2878787878787879,0.12383525298001546,0.138452021837099,0.06191762649000774,0.12135854792041517,0.16652023995837273,0.4092373357992031,0.08333333333333333,0.4166666666666667,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.9660288289661361,0.00874110197763597,0.009772849110125938,0.004370550988817985,0.00856627993808325,0.9574625490280528,0.9745951089042193,0.9538104754957782,0.9764225047806293
clean-warmstart-symmetric-finetune,clean-warmstart-symmetric-finetune,0.01,symmetric-0.2,symmetric-edge-flip,0.2,0.2,160,5,7; 21; 42; 84; 99,11.8,0.39999999999999997,0.4472135954999579,0.19999999999999998,0.39199999999999996,11.408000000000001,12.192,11.0,12.0,0.5757575757575757,0.11882111470725848,0.132846044823865,0.05941055735362924,0.11644469241311331,0.4593128833444624,0.692202268170689,0.4166666666666667,0.75,0.13484848484848483,0.03904272341431856,0.043651091790569495,0.01952136170715928,0.03826186894603219,0.09658661590245264,0.173110353794517,0.08333333333333333,0.16666666666666666,0.10151515151515152,0.06202875603169308,0.06935025752330792,0.03101437801584654,0.06078818091105922,0.0407269706040923,0.16230333242621073,0.0,0.16666666666666666,3.2,1.6000000000000003,1.7888543819998322,0.8000000000000002,1.5680000000000003,1.632,4.768000000000001,0.0,4.0,0.9182787334078393,0.15485694640295916,0.1731353294725291,0.07742847320147957,0.15175980747489995,0.7665189259329394,1.0700385408827393,0.6085662686177912,0.9962067613450979
clean-warmstart-symmetric-finetune,clean-warmstart-symmetric-finetune,0.01,symmetric-0.3,symmetric-edge-flip,0.3,0.3,160,5,7; 21; 42; 84; 99,11.8,0.39999999999999997,0.4472135954999579,0.19999999999999998,0.39199999999999996,11.408000000000001,12.192,11.0,12.0,0.5757575757575757,0.11882111470725848,0.132846044823865,0.05941055735362924,0.11644469241311331,0.4593128833444624,0.692202268170689,0.4166666666666667,0.75,0.13484848484848483,0.03904272341431856,0.043651091790569495,0.01952136170715928,0.03826186894603219,0.09658661590245264,0.173110353794517,0.08333333333333333,0.16666666666666666,0.10151515151515152,0.06202875603169308,0.06935025752330792,0.03101437801584654,0.06078818091105922,0.0407269706040923,0.16230333242621073,0.0,0.16666666666666666,4.0,2.0,2.23606797749979,1.0,1.96,2.04,5.96,0.0,5.0,0.9177728699401522,0.1568677828098913,0.17538351292129498,0.07843389140494565,0.15373042715369348,0.7640424427864587,1.0715032970938456,0.6040373043203696,0.9962067613450979
clean-warmstart-symmetric-finetune,clean-warmstart-symmetric-finetune,0.02,balanced-sparse-0.2,sparse-edge-flip,0.2,0.2,160,5,7; 21; 42; 84; 99,11.8,0.39999999999999997,0.4472135954999579,0.19999999999999998,0.39199999999999996,11.408000000000001,12.192,11.0,12.0,0.5757575757575757,0.11882111470725848,0.132846044823865,0.05941055735362924,0.11644469241311331,0.4593128833444624,0.692202268170689,0.4166666666666667,0.75,0.13484848484848483,0.03904272341431856,0.043651091790569495,0.01952136170715928,0.03826186894603219,0.09658661590245264,0.173110353794517,0.08333333333333333,0.16666666666666666,0.10151515151515152,0.06202875603169308,0.06935025752330792,0.03101437801584654,0.06078818091105922,0.0407269706040923,0.16230333242621073,0.0,0.16666666666666666,3.2,1.6000000000000003,1.7888543819998322,0.8000000000000002,1.5680000000000003,1.632,4.768000000000001,0.0,4.0,0.9176514990451846,0.15637736815498635,0.17483521266853017,0.07818868407749317,0.15324982079188662,0.764401678253298,1.0709013198370712,0.6048974550378001,0.9962067613450979
clean-warmstart-symmetric-finetune,clean-warmstart-symmetric-finetune,0.02,sparse-asym-0.01,sparse-edge-flip,0.01,5e-06,64,5,7; 21; 42; 84; 99,11.8,0.39999999999999997,0.4472135954999579,0.19999999999999998,0.39199999999999996,11.408000000000001,12.192,11.0,12.0,0.5757575757575757,0.11882111470725848,0.132846044823865,0.05941055735362924,0.11644469241311331,0.4593128833444624,0.692202268170689,0.4166666666666667,0.75,0.5757575757575757,0.11882111470725848,0.132846044823865,0.05941055735362924,0.11644469241311331,0.4593128833444624,0.692202268170689,0.4166666666666667,0.75,0.2212121212121212,0.08722326039166214,0.09751856972746074,0.04361163019583107,0.08547879518382889,0.1357333260282923,0.3066909163959501,0.08333333333333333,0.3333333333333333,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.9873822497289906,0.002469197338176817,0.0027606465490124495,0.0012345986690884083,0.00241981339141328,0.9849624363375773,0.9898020631204039,0.9845526277159888,0.9904159898310749
clean-warmstart-symmetric-finetune,clean-warmstart-symmetric-finetune,0.02,sparse-asym-0.02,sparse-edge-flip,0.02,1e-05,96,5,7; 21; 42; 84; 99,11.8,0.39999999999999997,0.4472135954999579,0.19999999999999998,0.39199999999999996,11.408000000000001,12.192,11.0,12.0,0.5757575757575757,0.11882111470725848,0.132846044823865,0.05941055735362924,0.11644469241311331,0.4593128833444624,0.692202268170689,0.4166666666666667,0.75,0.5757575757575757,0.11882111470725848,0.132846044823865,0.05941055735362924,0.11644469241311331,0.4593128833444624,0.692202268170689,0.4166666666666667,0.75,0.2712121212121212,0.11024224099140151,0.12325457242434379,0.055121120495700754,0.10803739617157347,0.1631747250405477,0.37924951738369467,0.08333333333333333,0.4166666666666667,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.9805502138499289,0.004293663274259305,0.004800461476869064,0.002146831637129652,0.004207790008774118,0.9763424238411548,0.984758003858703,0.9750349942684035,0.9868050864810001
clean-warmstart-symmetric-finetune,clean-warmstart-symmetric-finetune,0.02,sparse-asym-0.05,sparse-edge-flip,0.05,2e-05,160,5,7; 21; 42; 84; 99,11.8,0.39999999999999997,0.4472135954999579,0.19999999999999998,0.39199999999999996,11.408000000000001,12.192,11.0,12.0,0.5757575757575757,0.11882111470725848,0.132846044823865,0.05941055735362924,0.11644469241311331,0.4593128833444624,0.692202268170689,0.4166666666666667,0.75,0.5757575757575757,0.11882111470725848,0.132846044823865,0.05941055735362924,0.11644469241311331,0.4593128833444624,0.692202268170689,0.4166666666666667,0.75,0.28787878787878785,0.11205977022485211,0.1252866318828881,0.05602988511242605,0.10981857482035505,0.17806021305843278,0.3976973626991429,0.08333333333333333,0.4166666666666667,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.9654990175338165,0.008442317982302442,0.009438798448048564,0.004221158991151221,0.008273471622656393,0.9572255459111602,0.9737724891564729,0.9542138380724728,0.9752710892029611
clean-warmstart-symmetric-finetune,clean-warmstart-symmetric-finetune,0.02,symmetric-0.2,symmetric-edge-flip,0.2,0.2,160,5,7; 21; 42; 84; 99,11.8,0.39999999999999997,0.4472135954999579,0.19999999999999998,0.39199999999999996,11.408000000000001,12.192,11.0,12.0,0.5757575757575757,0.11882111470725848,0.132846044823865,0.05941055735362924,0.11644469241311331,0.4593128833444624,0.692202268170689,0.4166666666666667,0.75,0.13484848484848483,0.03904272341431856,0.043651091790569495,0.01952136170715928,0.03826186894603219,0.09658661590245264,0.173110353794517,0.08333333333333333,0.16666666666666666,0.10151515151515152,0.06202875603169308,0.06935025752330792,0.03101437801584654,0.06078818091105922,0.0407269706040923,0.16230333242621073,0.0,0.16666666666666666,3.2,1.6000000000000003,1.7888543819998322,0.8000000000000002,1.5680000000000003,1.632,4.768000000000001,0.0,4.0,0.9193372051767724,0.15291798921956468,0.17096750943876332,0.07645899460978234,0.1498596294351734,0.769477575741599,1.0691968346119458,0.6135024759462582,0.9962067613450979
clean-warmstart-symmetric-finetune,clean-warmstart-symmetric-finetune,0.02,symmetric-0.3,symmetric-edge-flip,0.3,0.3,160,5,7; 21; 42; 84; 99,11.8,0.39999999999999997,0.4472135954999579,0.19999999999999998,0.39199999999999996,11.408000000000001,12.192,11.0,12.0,0.5757575757575757,0.11882111470725848,0.132846044823865,0.05941055735362924,0.11644469241311331,0.4593128833444624,0.692202268170689,0.4166666666666667,0.75,0.13484848484848483,0.03904272341431856,0.043651091790569495,0.01952136170715928,0.03826186894603219,0.09658661590245264,0.173110353794517,0.08333333333333333,0.16666666666666666,0.10151515151515152,0.06202875603169308,0.06935025752330792,0.03101437801584654,0.06078818091105922,0.0407269706040923,0.16230333242621073,0.0,0.16666666666666666,4.0,2.0,2.23606797749979,1.0,1.96,2.04,5.96,0.0,5.0,0.9196746125397747,0.15306429761064652,0.17113108719283213,0.07653214880532326,0.15000301165843358,0.7696716008813411,1.0696776241982082,0.6135460173184816,0.9962067613450979
clean-warmstart-symmetric-finetune,clean-warmstart-symmetric-finetune,0.05,balanced-sparse-0.2,sparse-edge-flip,0.2,0.2,160,5,7; 21; 42; 84; 99,11.8,0.39999999999999997,0.4472135954999579,0.19999999999999998,0.39199999999999996,11.408000000000001,12.192,11.0,12.0,0.6454545454545454,0.09283317383054782,0.10379064362607973,0.04641658691527391,0.09097651035393686,0.5544780351006086,0.7364310558084822,0.5,0.75,0.13484848484848483,0.03904272341431856,0.043651091790569495,0.01952136170715928,0.03826186894603219,0.09658661590245264,0.173110353794517,0.08333333333333333,0.16666666666666666,0.10151515151515152,0.06202875603169308,0.06935025752330792,0.03101437801584654,0.06078818091105922,0.0407269706040923,0.16230333242621073,0.0,0.16666666666666666,3.2,1.6000000000000003,1.7888543819998322,0.8000000000000002,1.5680000000000003,1.632,4.768000000000001,0.0,4.0,0.9161279330461035,0.1595633350877825,0.17839723198642954,0.07978166754389125,0.15637206838602685,0.7597558646600766,1.0725000014321304,0.5970017368767175,0.9962067613450979
clean-warmstart-symmetric-finetune,clean-warmstart-symmetric-finetune,0.05,sparse-asym-0.01,sparse-edge-flip,0.01,5e-06,64,5,7; 21; 42; 84; 99,11.8,0.39999999999999997,0.4472135954999579,0.19999999999999998,0.39199999999999996,11.408000000000001,12.192,11.0,12.0,0.6454545454545454,0.09283317383054782,0.10379064362607973,0.04641658691527391,0.09097651035393686,0.5544780351006086,0.7364310558084822,0.5,0.75,0.6454545454545454,0.09283317383054782,0.10379064362607973,0.04641658691527391,0.09097651035393686,0.5544780351006086,0.7364310558084822,0.5,0.75,0.27272727272727276,0.0695980853203385,0.07781302494005356,0.03479904266016925,0.06820612361393172,0.20452114911334104,0.34093339634120445,0.16666666666666666,0.36363636363636365,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.9861801029617828,0.0014699815262818141,0.001643489309217515,0.0007349907631409071,0.0014405818957561778,0.9847395210660267,0.987620684857539,0.9849438885946639,0.9890445270412306
clean-warmstart-symmetric-finetune,clean-warmstart-symmetric-finetune,0.05,sparse-asym-0.02,sparse-edge-flip,0.02,1e-05,96,5,7; 21; 42; 84; 99,11.8,0.39999999999999997,0.4472135954999579,0.19999999999999998,0.39199999999999996,11.408000000000001,12.192,11.0,12.0,0.6454545454545454,0.09283317383054782,0.10379064362607973,0.04641658691527391,0.09097651035393686,0.5544780351006086,0.7364310558084822,0.5,0.75,0.6454545454545454,0.09283317383054782,0.10379064362607973,0.04641658691527391,0.09097651035393686,0.5544780351006086,0.7364310558084822,0.5,0.75,0.2893939393939394,0.07209319547497163,0.0806026428986084,0.036046597737485815,0.0706513315654722,0.21874260782846722,0.36004527095941163,0.16666666666666666,0.36363636363636365,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.9770935940790919,0.0033798422098037227,0.003778778467172115,0.0016899211049018611,0.0033122453656076476,0.9737813487134842,0.9804058394446996,0.9742026705967763,0.983703720120618
clean-warmstart-symmetric-finetune,clean-warmstart-symmetric-finetune,0.05,sparse-asym-0.05,sparse-edge-flip,0.05,2e-05,160,5,7; 21; 42; 84; 99,11.8,0.39999999999999997,0.4472135954999579,0.19999999999999998,0.39199999999999996,11.408000000000001,12.192,11.0,12.0,0.6454545454545454,0.09283317383054782,0.10379064362607973,0.04641658691527391,0.09097651035393686,0.5544780351006086,0.7364310558084822,0.5,0.75,0.6454545454545454,0.09283317383054782,0.10379064362607973,0.04641658691527391,0.09097651035393686,0.5544780351006086,0.7364310558084822,0.5,0.75,0.3227272727272727,0.08375924218839548,0.09364567963856027,0.04187962109419774,0.08208405734462756,0.24064321538264513,0.4048113300719003,0.16666666666666666,0.4166666666666667,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.9608009712519721,0.0067112987796313075,0.007503460144283493,0.0033556493898156538,0.006577072804038681,0.9542238984479334,0.9673780440560107,0.9542709710246334,0.9733819539631856
clean-warmstart-symmetric-finetune,clean-warmstart-symmetric-finetune,0.05,symmetric-0.2,symmetric-edge-flip,0.2,0.2,160,5,7; 21; 42; 84; 99,11.8,0.39999999999999997,0.4472135954999579,0.19999999999999998,0.39199999999999996,11.408000000000001,12.192,11.0,12.0,0.6454545454545454,0.09283317383054782,0.10379064362607973,0.04641658691527391,0.09097651035393686,0.5544780351006086,0.7364310558084822,0.5,0.75,0.13484848484848483,0.03904272341431856,0.043651091790569495,0.01952136170715928,0.03826186894603219,0.09658661590245264,0.173110353794517,0.08333333333333333,0.16666666666666666,0.10151515151515152,0.06202875603169308,0.06935025752330792,0.03101437801584654,0.06078818091105922,0.0407269706040923,0.16230333242621073,0.0,0.16666666666666666,3.2,1.6000000000000003,1.7888543819998322,0.8000000000000002,1.5680000000000003,1.632,4.768000000000001,0.0,4.0,0.917263151899315,0.15707451565957153,0.17561464727382858,0.07853725782978577,0.1539330253463801,0.7633301265529349,1.071196177245695,0.6031149643154062,0.9962067613450979
clean-warmstart-symmetric-finetune,clean-warmstart-symmetric-finetune,0.05,symmetric-0.3,symmetric-edge-flip,0.3,0.3,160,5,7; 21; 42; 84; 99,11.8,0.39999999999999997,0.4472135954999579,0.19999999999999998,0.39199999999999996,11.408000000000001,12.192,11.0,12.0,0.6454545454545454,0.09283317383054782,0.10379064362607973,0.04641658691527391,0.09097651035393686,0.5544780351006086,0.7364310558084822,0.5,0.75,0.13484848484848483,0.03904272341431856,0.043651091790569495,0.01952136170715928,0.03826186894603219,0.09658661590245264,0.173110353794517,0.08333333333333333,0.16666666666666666,0.10151515151515152,0.06202875603169308,0.06935025752330792,0.03101437801584654,0.06078818091105922,0.0407269706040923,0.16230333242621073,0.0,0.16666666666666666,4.0,2.0,2.23606797749979,1.0,1.96,2.04,5.96,0.0,5.0,0.920624130326153,0.15116526203788977,0.16900790087664497,0.07558263101894488,0.14814195679713196,0.772482173529021,1.068766087123285,0.6182936062503734,0.9962067613450979
matched-sparse-noisy-training,matched-sparse-noisy-training,0.01,balanced-sparse-0.2,sparse-edge-flip,0.2,0.2,160,5,7; 21; 42; 84; 99,11.4,0.4898979485566356,0.5477225575051661,0.24494897427831777,0.4800999895855028,10.919900010414498,11.880099989585503,11.0,12.0,0.5409090909090909,0.1145518677056715,0.12807288156972216,0.05727593385283574,0.11226083035155805,0.42864826055753286,0.653169921260649,0.36363636363636365,0.6666666666666666,0.2772727272727272,0.12155255224322169,0.13589988482721913,0.060776276121610844,0.11912150119835725,0.15815122607437,0.39639422847108446,0.09090909090909091,0.4166666666666667,0.1893939393939394,0.10988766281496208,0.12285814197141556,0.05494383140748104,0.10768990955866284,0.08170402983527655,0.2970838489526022,0.0,0.3333333333333333,2.2,1.6,1.7888543819998317,0.7999999999999999,1.5679999999999998,0.6320000000000003,3.768,0.0,4.0,0.8352060518863407,0.12428292429028327,0.1389525335777666,0.062141462145141636,0.12179726580447761,0.7134087860818631,0.9570033176908183,0.6285384179725132,0.9962067613450979
matched-sparse-noisy-training,matched-sparse-noisy-training,0.01,sparse-asym-0.01,sparse-edge-flip,0.01,5e-06,64,5,7; 21; 42; 84; 99,11.4,0.4898979485566356,0.5477225575051661,0.24494897427831777,0.4800999895855028,10.919900010414498,11.880099989585503,11.0,12.0,0.5409090909090909,0.1145518677056715,0.12807288156972216,0.05727593385283574,0.11226083035155805,0.42864826055753286,0.653169921260649,0.36363636363636365,0.6666666666666666,0.5409090909090909,0.1145518677056715,0.12807288156972216,0.05727593385283574,0.11226083035155805,0.42864826055753286,0.653169921260649,0.36363636363636365,0.6666666666666666,0.21060606060606063,0.0917136118207367,0.10253893524659777,0.04585680591036835,0.08987933958432197,0.12072672102173866,0.3004854001903826,0.09090909090909091,0.36363636363636365,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.9856485287593572,0.00397262988698592,0.0044415352383739126,0.0019863149434929603,0.003893177289246202,0.981755351470111,0.9895417060486034,0.9782040968239198,0.9900371922993945
matched-sparse-noisy-training,matched-sparse-noisy-training,0.01,sparse-asym-0.02,sparse-edge-flip,0.02,1e-05,96,5,7; 21; 42; 84; 99,11.4,0.4898979485566356,0.5477225575051661,0.24494897427831777,0.4800999895855028,10.919900010414498,11.880099989585503,11.0,12.0,0.5409090909090909,0.1145518677056715,0.12807288156972216,0.05727593385283574,0.11226083035155805,0.42864826055753286,0.653169921260649,0.36363636363636365,0.6666666666666666,0.5409090909090909,0.1145518677056715,0.12807288156972216,0.05727593385283574,0.11226083035155805,0.42864826055753286,0.653169921260649,0.36363636363636365,0.6666666666666666,0.22878787878787882,0.0733558693146073,0.08201435516802642,0.03667793465730365,0.07188875192831516,0.15689912685956364,0.300676630716194,0.16666666666666666,0.36363636363636365,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.977262841511304,0.0069390668776931706,0.007758112619469575,0.0034695334388465853,0.006800285540139307,0.9704625559711647,0.9840631270514434,0.9645073542977278,0.9850003059756136
matched-sparse-noisy-training,matched-sparse-noisy-training,0.01,sparse-asym-0.05,sparse-edge-flip,0.05,2e-05,160,5,7; 21; 42; 84; 99,11.4,0.4898979485566356,0.5477225575051661,0.24494897427831777,0.4800999895855028,10.919900010414498,11.880099989585503,11.0,12.0,0.5409090909090909,0.1145518677056715,0.12807288156972216,0.05727593385283574,0.11226083035155805,0.42864826055753286,0.653169921260649,0.36363636363636365,0.6666666666666666,0.5409090909090909,0.1145518677056715,0.12807288156972216,0.05727593385283574,0.11226083035155805,0.42864826055753286,0.653169921260649,0.36363636363636365,0.6666666666666666,0.3151515151515151,0.08907235428302465,0.09958591954639383,0.04453617714151232,0.08729090719736414,0.22786060795415097,0.4024424223488793,0.18181818181818182,0.45454545454545453,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.957684757987274,0.014353444763984641,0.01604763910177904,0.007176722381992319,0.014066375868704944,0.9436183821185691,0.971751133855979,0.9307802363945731,0.9714661457526973
matched-sparse-noisy-training,matched-sparse-noisy-training,0.01,symmetric-0.2,symmetric-edge-flip,0.2,0.2,160,5,7; 21; 42; 84; 99,11.4,0.4898979485566356,0.5477225575051661,0.24494897427831777,0.4800999895855028,10.919900010414498,11.880099989585503,11.0,12.0,0.5409090909090909,0.1145518677056715,0.12807288156972216,0.05727593385283574,0.11226083035155805,0.42864826055753286,0.653169921260649,0.36363636363636365,0.6666666666666666,0.2772727272727272,0.12155255224322169,0.13589988482721913,0.060776276121610844,0.11912150119835725,0.15815122607437,0.39639422847108446,0.09090909090909091,0.4166666666666667,0.1893939393939394,0.10988766281496208,0.12285814197141556,0.05494383140748104,0.10768990955866284,0.08170402983527655,0.2970838489526022,0.0,0.3333333333333333,2.2,1.6,1.7888543819998317,0.7999999999999999,1.5679999999999998,0.6320000000000003,3.768,0.0,4.0,0.836810203653666,0.12489873926102557,0.13964103564583752,0.062449369630512785,0.12240076447580506,0.7144094391778609,0.959210968129471,0.6265786141317101,0.9962067613450979
matched-sparse-noisy-training,matched-sparse-noisy-training,0.01,symmetric-0.3,symmetric-edge-flip,0.3,0.3,160,5,7; 21; 42; 84; 99,11.4,0.4898979485566356,0.5477225575051661,0.24494897427831777,0.4800999895855028,10.919900010414498,11.880099989585503,11.0,12.0,0.5409090909090909,0.1145518677056715,0.12807288156972216,0.05727593385283574,0.11226083035155805,0.42864826055753286,0.653169921260649,0.36363636363636365,0.6666666666666666,0.22575757575757577,0.083043573369968,0.09284553757486988,0.041521786684984005,0.08138270190256865,0.14437487385500714,0.3071402776601444,0.09090909090909091,0.3333333333333333,0.20757575757575758,0.1145518677056715,0.12807288156972216,0.05727593385283574,0.11226083035155805,0.09531492722419953,0.3198365879273156,0.0,0.3333333333333333,4.0,2.0,2.23606797749979,1.0,1.96,2.04,5.96,0.0,5.0,0.8743534520323895,0.1308360518217421,0.14627915289055024,0.06541802591087104,0.12821933078530723,0.7461341212470822,1.0025727828176967,0.6286153862776083,0.9962067613450979
matched-sparse-noisy-training,matched-sparse-noisy-training,0.02,balanced-sparse-0.2,sparse-edge-flip,0.2,0.2,160,5,7; 21; 42; 84; 99,11.4,0.4898979485566356,0.5477225575051661,0.24494897427831777,0.4800999895855028,10.919900010414498,11.880099989585503,11.0,12.0,0.5409090909090909,0.1145518677056715,0.12807288156972216,0.05727593385283574,0.11226083035155805,0.42864826055753286,0.653169921260649,0.36363636363636365,0.6666666666666666,0.2590909090909091,0.11382812103632091,0.12726370819414368,0.05691406051816045,0.11155155861559447,0.14753935047531463,0.37064246770650355,0.09090909090909091,0.4166666666666667,0.1893939393939394,0.10988766281496208,0.12285814197141556,0.05494383140748104,0.10768990955866284,0.08170402983527655,0.2970838489526022,0.0,0.3333333333333333,1.8,1.32664991614216,1.4832396974191326,0.6633249580710799,1.3001169178193166,0.49988308218068345,3.1001169178193164,0.0,4.0,0.8366101267604386,0.12414242502789144,0.13879545062701823,0.06207121251394571,0.1216595765273336,0.7149505502331049,0.9582697032877722,0.6271179266476637,0.9962067613450979
matched-sparse-noisy-training,matched-sparse-noisy-training,0.02,sparse-asym-0.01,sparse-edge-flip,0.01,5e-06,64,5,7; 21; 42; 84; 99,11.4,0.4898979485566356,0.5477225575051661,0.24494897427831777,0.4800999895855028,10.919900010414498,11.880099989585503,11.0,12.0,0.5409090909090909,0.1145518677056715,0.12807288156972216,0.05727593385283574,0.11226083035155805,0.42864826055753286,0.653169921260649,0.36363636363636365,0.6666666666666666,0.5409090909090909,0.1145518677056715,0.12807288156972216,0.05727593385283574,0.11226083035155805,0.42864826055753286,0.653169921260649,0.36363636363636365,0.6666666666666666,0.19393939393939397,0.10481957912986653,0.11719185215364991,0.052409789564933265,0.1027231875472692,0.09121620639212477,0.29666258148666313,0.08333333333333333,0.36363636363636365,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.9853262422795244,0.003920037901565093,0.004382735611137589,0.0019600189507825464,0.003841637143533791,0.9814846051359906,0.9891678794230582,0.9782724302974475,0.9901051803632424
matched-sparse-noisy-training,matched-sparse-noisy-training,0.02,sparse-asym-0.02,sparse-edge-flip,0.02,1e-05,96,5,7; 21; 42; 84; 99,11.4,0.4898979485566356,0.5477225575051661,0.24494897427831777,0.4800999895855028,10.919900010414498,11.880099989585503,11.0,12.0,0.5409090909090909,0.1145518677056715,0.12807288156972216,0.05727593385283574,0.11226083035155805,0.42864826055753286,0.653169921260649,0.36363636363636365,0.6666666666666666,0.5409090909090909,0.1145518677056715,0.12807288156972216,0.05727593385283574,0.11226083035155805,0.42864826055753286,0.653169921260649,0.36363636363636365,0.6666666666666666,0.24545454545454545,0.06649426744694452,0.07434285106270966,0.03324713372347225,0.06516438209800561,0.18029016335653986,0.31061892755255105,0.18181818181818182,0.36363636363636365,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.9763777026068066,0.0070130796355414235,0.007840861398345037,0.0035065398177707117,0.006872818042830595,0.969504884563976,0.9832505206496371,0.9635163240490591,0.9846488192185479
matched-sparse-noisy-training,matched-sparse-noisy-training,0.02,sparse-asym-0.05,sparse-edge-flip,0.05,2e-05,160,5,7; 21; 42; 84; 99,11.4,0.4898979485566356,0.5477225575051661,0.24494897427831777,0.4800999895855028,10.919900010414498,11.880099989585503,11.0,12.0,0.5409090909090909,0.1145518677056715,0.12807288156972216,0.05727593385283574,0.11226083035155805,0.42864826055753286,0.653169921260649,0.36363636363636365,0.6666666666666666,0.5409090909090909,0.1145518677056715,0.12807288156972216,0.05727593385283574,0.11226083035155805,0.42864826055753286,0.653169921260649,0.36363636363636365,0.6666666666666666,0.3151515151515151,0.08907235428302465,0.09958591954639383,0.04453617714151232,0.08729090719736414,0.22786060795415097,0.4024424223488793,0.18181818181818182,0.45454545454545453,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.9573398427083216,0.014293411617009638,0.015980520003009372,0.007146705808504819,0.014007543384669445,0.9433322993236521,0.9713473860929911,0.931316559974491,0.9711410905689426
