p_delete,p_add,max_additions,degree_bucket,evaluated_nodes,correct_fraction,abstained_fraction,non_abstain_accuracy,positive_certified_accuracy,certified_fraction_on_correct,mean_reported_radius_on_correct,mean_pA_lower,mean_smoothed_confidence,positive_delete_certified_accuracy,positive_add_certified_accuracy,delete_certified_fraction_on_correct,add_certified_fraction_on_correct,mean_delete_radius_on_correct,mean_add_radius_on_correct
0.02,1e-05,96,0,9,0.7777777777777778,0.0,0.7777777777777778,0.6666666666666666,0.8571428571428571,0.8571428571428571,0.981956474544466,0.9897222222222223,0.6666666666666666,0.0,0.8571428571428571,0.0,0.8571428571428571,0.0
0.02,1e-05,96,1,9,0.8888888888888888,0.0,0.8888888888888888,0.4444444444444444,0.5,0.5,0.9794964315828878,0.9880555555555556,0.4444444444444444,0.0,0.5,0.0,0.5,0.0
0.02,1e-05,96,2,6,1.0,0.0,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.9820809043332336,0.9893333333333333,0.6666666666666666,0.0,0.6666666666666666,0.0,0.6666666666666666,0.0
0.05,2e-05,160,0,9,0.7777777777777778,0.0,0.7777777777777778,0.6666666666666666,0.8571428571428571,0.8571428571428571,0.9667476610914364,0.9768333333333332,0.6666666666666666,0.0,0.8571428571428571,0.0,0.8571428571428571,0.0
0.05,2e-05,160,1,9,0.8888888888888888,0.0,0.8888888888888888,0.5555555555555556,0.625,0.625,0.9628014214206362,0.9736666666666667,0.5555555555555556,0.0,0.625,0.0,0.625,0.0
0.05,2e-05,160,2,6,1.0,0.0,1.0,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.9641041631202892,0.9736666666666668,0.8333333333333334,0.0,0.8333333333333334,0.0,0.8333333333333334,0.0
0.1,5e-05,256,0,9,0.7777777777777778,0.0,0.7777777777777778,0.6666666666666666,0.8571428571428571,0.8571428571428571,0.9335277008332105,0.9477222222222222,0.6666666666666666,0.0,0.8571428571428571,0.0,0.8571428571428571,0.0
0.1,5e-05,256,1,9,0.8888888888888888,0.0,0.8888888888888888,0.5555555555555556,0.625,1.0,0.9313609110878053,0.9454444444444443,0.5555555555555556,0.0,0.625,0.0,1.0,0.0
0.1,5e-05,256,2,6,1.0,0.0,1.0,0.8333333333333334,0.8333333333333334,1.1666666666666667,0.9322551182057452,0.94475,0.8333333333333334,0.0,0.8333333333333334,0.0,1.1666666666666667,0.0
