seed,summary_type,model_variant,attack_variant,threshold,config_label,mode,p_delete,p_add,max_additions,evaluated_nodes,purified_plain_correct_fraction,correct_fraction,positive_certified_fraction,max_reported_radius,mean_pA_lower
42,fixed-config,matched-sparse-noisy-training,matched-sparse-noisy-training,0.01,symmetric-0.2,symmetric-edge-flip,0.2,0.2,160,12,0.5833333333333334,0.3333333333333333,0.3333333333333333,4,0.9962067613450979
42,fixed-config,matched-sparse-noisy-training,matched-sparse-noisy-training,0.01,symmetric-0.3,symmetric-edge-flip,0.3,0.3,160,12,0.5833333333333334,0.3333333333333333,0.3333333333333333,5,0.9962067613450979
42,fixed-config,matched-sparse-noisy-training,matched-sparse-noisy-training,0.02,sparse-asym-0.01,sparse-edge-flip,0.01,5e-06,64,12,0.5833333333333334,0.5833333333333334,0.25,1,0.9863161254574573
42,fixed-config,matched-sparse-noisy-training,matched-sparse-noisy-training,0.02,sparse-asym-0.02,sparse-edge-flip,0.02,1e-05,96,12,0.5833333333333334,0.5833333333333334,0.25,1,0.9775522440304956
42,fixed-config,matched-sparse-noisy-training,matched-sparse-noisy-training,0.02,sparse-asym-0.05,sparse-edge-flip,0.05,2e-05,160,12,0.5833333333333334,0.5833333333333334,0.3333333333333333,1,0.9624745772039253
42,fixed-config,matched-sparse-noisy-training,matched-sparse-noisy-training,0.02,balanced-sparse-0.2,sparse-edge-flip,0.2,0.2,160,12,0.5833333333333334,0.3333333333333333,0.3333333333333333,4,0.9962067613450979
42,fixed-config,matched-sparse-noisy-training,matched-sparse-noisy-training,0.02,symmetric-0.2,symmetric-edge-flip,0.2,0.2,160,12,0.5833333333333334,0.3333333333333333,0.3333333333333333,4,0.9962067613450979
42,fixed-config,matched-sparse-noisy-training,matched-sparse-noisy-training,0.02,symmetric-0.3,symmetric-edge-flip,0.3,0.3,160,12,0.5833333333333334,0.3333333333333333,0.3333333333333333,5,0.9962067613450979
42,fixed-config,matched-sparse-noisy-training,matched-sparse-noisy-training,0.05,sparse-asym-0.01,sparse-edge-flip,0.01,5e-06,64,12,0.6666666666666666,0.6666666666666666,0.3333333333333333,1,0.9881186198058384
42,fixed-config,matched-sparse-noisy-training,matched-sparse-noisy-training,0.05,sparse-asym-0.02,sparse-edge-flip,0.02,1e-05,96,12,0.6666666666666666,0.6666666666666666,0.3333333333333333,1,0.9797998277353884
42,fixed-config,matched-sparse-noisy-training,matched-sparse-noisy-training,0.05,sparse-asym-0.05,sparse-edge-flip,0.05,2e-05,160,12,0.6666666666666666,0.6666666666666666,0.4166666666666667,1,0.9643286809914842
42,fixed-config,matched-sparse-noisy-training,matched-sparse-noisy-training,0.05,balanced-sparse-0.2,sparse-edge-flip,0.2,0.2,160,12,0.6666666666666666,0.3333333333333333,0.3333333333333333,4,0.9962067613450979
42,fixed-config,matched-sparse-noisy-training,matched-sparse-noisy-training,0.05,symmetric-0.2,symmetric-edge-flip,0.2,0.2,160,12,0.6666666666666666,0.3333333333333333,0.3333333333333333,4,0.9962067613450979
42,fixed-config,matched-sparse-noisy-training,matched-sparse-noisy-training,0.05,symmetric-0.3,symmetric-edge-flip,0.3,0.3,160,12,0.6666666666666666,0.3333333333333333,0.3333333333333333,5,0.9962067613450979
42,fixed-config,clean-warmstart-symmetric-finetune,clean-warmstart-symmetric-finetune,0.01,sparse-asym-0.01,sparse-edge-flip,0.01,5e-06,64,12,0.5,0.5,0.25,1,0.987926656688293
42,fixed-config,clean-warmstart-symmetric-finetune,clean-warmstart-symmetric-finetune,0.01,sparse-asym-0.02,sparse-edge-flip,0.02,1e-05,96,12,0.5,0.5,0.16666666666666666,1,0.9807897209912136
42,fixed-config,clean-warmstart-symmetric-finetune,clean-warmstart-symmetric-finetune,0.01,sparse-asym-0.05,sparse-edge-flip,0.05,2e-05,160,12,0.5,0.5,0.25,1,0.967825204910063
42,fixed-config,clean-warmstart-symmetric-finetune,clean-warmstart-symmetric-finetune,0.01,balanced-sparse-0.2,sparse-edge-flip,0.2,0.2,160,12,0.5,0.08333333333333333,0.08333333333333333,4,0.9962067613450979
42,fixed-config,clean-warmstart-symmetric-finetune,clean-warmstart-symmetric-finetune,0.01,symmetric-0.2,symmetric-edge-flip,0.2,0.2,160,12,0.5,0.08333333333333333,0.08333333333333333,4,0.9962067613450979
42,fixed-config,clean-warmstart-symmetric-finetune,clean-warmstart-symmetric-finetune,0.01,symmetric-0.3,symmetric-edge-flip,0.3,0.3,160,12,0.5,0.08333333333333333,0.08333333333333333,5,0.9962067613450979
42,fixed-config,clean-warmstart-symmetric-finetune,clean-warmstart-symmetric-finetune,0.02,sparse-asym-0.01,sparse-edge-flip,0.01,5e-06,64,12,0.5,0.5,0.16666666666666666,1,0.9860799341639005
42,fixed-config,clean-warmstart-symmetric-finetune,clean-warmstart-symmetric-finetune,0.02,sparse-asym-0.02,sparse-edge-flip,0.02,1e-05,96,12,0.5,0.5,0.25,1,0.9802137500873945
42,fixed-config,clean-warmstart-symmetric-finetune,clean-warmstart-symmetric-finetune,0.02,sparse-asym-0.05,sparse-edge-flip,0.05,2e-05,160,12,0.5,0.5,0.3333333333333333,1,0.9644845306977669
42,fixed-config,clean-warmstart-symmetric-finetune,clean-warmstart-symmetric-finetune,0.02,balanced-sparse-0.2,sparse-edge-flip,0.2,0.2,160,12,0.5,0.08333333333333333,0.08333333333333333,4,0.9962067613450979
42,fixed-config,clean-warmstart-symmetric-finetune,clean-warmstart-symmetric-finetune,0.02,symmetric-0.2,symmetric-edge-flip,0.2,0.2,160,12,0.5,0.08333333333333333,0.08333333333333333,4,0.9962067613450979
42,fixed-config,clean-warmstart-symmetric-finetune,clean-warmstart-symmetric-finetune,0.02,symmetric-0.3,symmetric-edge-flip,0.3,0.3,160,12,0.5,0.08333333333333333,0.08333333333333333,5,0.9962067613450979
42,fixed-config,clean-warmstart-symmetric-finetune,clean-warmstart-symmetric-finetune,0.05,sparse-asym-0.01,sparse-edge-flip,0.01,5e-06,64,12,0.5833333333333334,0.5833333333333334,0.25,1,0.9853403230843915
42,fixed-config,clean-warmstart-symmetric-finetune,clean-warmstart-symmetric-finetune,0.05,sparse-asym-0.02,sparse-edge-flip,0.02,1e-05,96,12,0.5833333333333334,0.5833333333333334,0.25,1,0.9763397413370418
42,fixed-config,clean-warmstart-symmetric-finetune,clean-warmstart-symmetric-finetune,0.05,sparse-asym-0.05,sparse-edge-flip,0.05,2e-05,160,12,0.5833333333333334,0.5833333333333334,0.3333333333333333,1,0.9606148549236201
42,fixed-config,clean-warmstart-symmetric-finetune,clean-warmstart-symmetric-finetune,0.05,balanced-sparse-0.2,sparse-edge-flip,0.2,0.2,160,12,0.5833333333333334,0.08333333333333333,0.08333333333333333,4,0.9962067613450979
42,fixed-config,clean-warmstart-symmetric-finetune,clean-warmstart-symmetric-finetune,0.05,symmetric-0.2,symmetric-edge-flip,0.2,0.2,160,12,0.5833333333333334,0.08333333333333333,0.08333333333333333,4,0.9962067613450979
42,fixed-config,clean-warmstart-symmetric-finetune,clean-warmstart-symmetric-finetune,0.05,symmetric-0.3,symmetric-edge-flip,0.3,0.3,160,12,0.5833333333333334,0.08333333333333333,0.08333333333333333,5,0.9962067613450979
84,fixed-config,clean-training,clean-training,0.01,sparse-asym-0.01,sparse-edge-flip,0.01,5e-06,64,12,0.4166666666666667,0.4166666666666667,0.0,0,0.9862937438203644
84,fixed-config,clean-training,clean-training,0.01,sparse-asym-0.02,sparse-edge-flip,0.02,1e-05,96,12,0.4166666666666667,0.4166666666666667,0.08333333333333333,1,0.9783373995605347
84,fixed-config,clean-training,clean-training,0.01,sparse-asym-0.05,sparse-edge-flip,0.05,2e-05,160,12,0.4166666666666667,0.4166666666666667,0.08333333333333333,1,0.9592589803638512
84,fixed-config,clean-training,clean-training,0.01,balanced-sparse-0.2,sparse-edge-flip,0.2,0.2,160,12,0.4166666666666667,0.16666666666666666,0.16666666666666666,4,0.9962067613450979
84,fixed-config,clean-training,clean-training,0.01,symmetric-0.2,symmetric-edge-flip,0.2,0.2,160,12,0.4166666666666667,0.16666666666666666,0.16666666666666666,4,0.9962067613450979
84,fixed-config,clean-training,clean-training,0.01,symmetric-0.3,symmetric-edge-flip,0.3,0.3,160,12,0.4166666666666667,0.16666666666666666,0.16666666666666666,5,0.9962067613450979
84,fixed-config,clean-training,clean-training,0.02,sparse-asym-0.01,sparse-edge-flip,0.01,5e-06,64,12,0.4166666666666667,0.4166666666666667,0.08333333333333333,1,0.9867150478964382
84,fixed-config,clean-training,clean-training,0.02,sparse-asym-0.02,sparse-edge-flip,0.02,1e-05,96,12,0.4166666666666667,0.4166666666666667,0.08333333333333333,1,0.9774179164918658
84,fixed-config,clean-training,clean-training,0.02,sparse-asym-0.05,sparse-edge-flip,0.05,2e-05,160,12,0.4166666666666667,0.4166666666666667,0.08333333333333333,1,0.9595978558833053
84,fixed-config,clean-training,clean-training,0.02,balanced-sparse-0.2,sparse-edge-flip,0.2,0.2,160,12,0.4166666666666667,0.16666666666666666,0.16666666666666666,4,0.9962067613450979
84,fixed-config,clean-training,clean-training,0.02,symmetric-0.2,symmetric-edge-flip,0.2,0.2,160,12,0.4166666666666667,0.16666666666666666,0.16666666666666666,4,0.9962067613450979
84,fixed-config,clean-training,clean-training,0.02,symmetric-0.3,symmetric-edge-flip,0.3,0.3,160,12,0.4166666666666667,0.16666666666666666,0.16666666666666666,5,0.9962067613450979
84,fixed-config,clean-training,clean-training,0.05,sparse-asym-0.01,sparse-edge-flip,0.01,5e-06,64,12,0.5,0.5,0.16666666666666666,1,0.9846427020135086
84,fixed-config,clean-training,clean-training,0.05,sparse-asym-0.02,sparse-edge-flip,0.02,1e-05,96,12,0.5,0.5,0.16666666666666666,1,0.9767152550405472
84,fixed-config,clean-training,clean-training,0.05,sparse-asym-0.05,sparse-edge-flip,0.05,2e-05,160,12,0.5,0.5,0.16666666666666666,1,0.9577524021433147
84,fixed-config,clean-training,clean-training,0.05,balanced-sparse-0.2,sparse-edge-flip,0.2,0.2,160,12,0.5,0.16666666666666666,0.16666666666666666,4,0.9962067613450979
84,fixed-config,clean-training,clean-training,0.05,symmetric-0.2,symmetric-edge-flip,0.2,0.2,160,12,0.5,0.16666666666666666,0.16666666666666666,4,0.9962067613450979
84,fixed-config,clean-training,clean-training,0.05,symmetric-0.3,symmetric-edge-flip,0.3,0.3,160,12,0.5,0.16666666666666666,0.16666666666666666,5,0.9962067613450979
84,fixed-config,matched-sparse-noisy-training,matched-sparse-noisy-training,0.01,sparse-asym-0.01,sparse-edge-flip,0.01,5e-06,64,11,0.36363636363636365,0.36363636363636365,0.18181818181818182,1,0.9900371922993945
84,fixed-config,matched-sparse-noisy-training,matched-sparse-noisy-training,0.01,sparse-asym-0.02,sparse-edge-flip,0.02,1e-05,96,11,0.36363636363636365,0.36363636363636365,0.18181818181818182,1,0.9850003059756136
84,fixed-config,matched-sparse-noisy-training,matched-sparse-noisy-training,0.01,sparse-asym-0.05,sparse-edge-flip,0.05,2e-05,160,11,0.36363636363636365,0.36363636363636365,0.2727272727272727,1,0.9714661457526973
84,fixed-config,matched-sparse-noisy-training,matched-sparse-noisy-training,0.01,balanced-sparse-0.2,sparse-edge-flip,0.2,0.2,160,11,0.36363636363636365,0.09090909090909091,0.0,0,0.6285384179725132
84,fixed-config,matched-sparse-noisy-training,matched-sparse-noisy-training,0.01,symmetric-0.2,symmetric-edge-flip,0.2,0.2,160,11,0.36363636363636365,0.09090909090909091,0.0,0,0.6265786141317101
84,fixed-config,matched-sparse-noisy-training,matched-sparse-noisy-training,0.01,symmetric-0.3,symmetric-edge-flip,0.3,0.3,160,11,0.36363636363636365,0.09090909090909091,0.0,0,0.6286153862776083
84,fixed-config,matched-sparse-noisy-training,matched-sparse-noisy-training,0.02,sparse-asym-0.01,sparse-edge-flip,0.01,5e-06,64,11,0.36363636363636365,0.36363636363636365,0.18181818181818182,1,0.9901051803632424
84,fixed-config,matched-sparse-noisy-training,matched-sparse-noisy-training,0.02,sparse-asym-0.02,sparse-edge-flip,0.02,1e-05,96,11,0.36363636363636365,0.36363636363636365,0.18181818181818182,1,0.9846488192185479
84,fixed-config,matched-sparse-noisy-training,matched-sparse-noisy-training,0.02,sparse-asym-0.05,sparse-edge-flip,0.05,2e-05,160,11,0.36363636363636365,0.36363636363636365,0.2727272727272727,1,0.9711410905689426
84,fixed-config,matched-sparse-noisy-training,matched-sparse-noisy-training,0.02,balanced-sparse-0.2,sparse-edge-flip,0.2,0.2,160,11,0.36363636363636365,0.09090909090909091,0.0,0,0.6271179266476637
84,fixed-config,matched-sparse-noisy-training,matched-sparse-noisy-training,0.02,symmetric-0.2,symmetric-edge-flip,0.2,0.2,160,11,0.36363636363636365,0.09090909090909091,0.0,0,0.6245930199036915
84,fixed-config,matched-sparse-noisy-training,matched-sparse-noisy-training,0.02,symmetric-0.3,symmetric-edge-flip,0.3,0.3,160,11,0.36363636363636365,0.09090909090909091,0.0,0,0.615919837229204
84,fixed-config,matched-sparse-noisy-training,matched-sparse-noisy-training,0.05,sparse-asym-0.01,sparse-edge-flip,0.01,5e-06,64,11,0.45454545454545453,0.45454545454545453,0.18181818181818182,1,0.987112979646066
84,fixed-config,matched-sparse-noisy-training,matched-sparse-noisy-training,0.05,sparse-asym-0.02,sparse-edge-flip,0.02,1e-05,96,11,0.45454545454545453,0.45454545454545453,0.18181818181818182,1,0.979720221981366
84,fixed-config,matched-sparse-noisy-training,matched-sparse-noisy-training,0.05,sparse-asym-0.05,sparse-edge-flip,0.05,2e-05,160,11,0.45454545454545453,0.45454545454545453,0.36363636363636365,1,0.963419310818286
84,fixed-config,matched-sparse-noisy-training,matched-sparse-noisy-training,0.05,balanced-sparse-0.2,sparse-edge-flip,0.2,0.2,160,11,0.45454545454545453,0.09090909090909091,0.0,0,0.6206398926840072
84,fixed-config,matched-sparse-noisy-training,matched-sparse-noisy-training,0.05,symmetric-0.2,symmetric-edge-flip,0.2,0.2,160,11,0.45454545454545453,0.09090909090909091,0.0,0,0.617591504045757
84,fixed-config,matched-sparse-noisy-training,matched-sparse-noisy-training,0.05,symmetric-0.3,symmetric-edge-flip,0.3,0.3,160,11,0.45454545454545453,0.09090909090909091,0.0,0,0.6272606335193
84,fixed-config,clean-warmstart-symmetric-finetune,clean-warmstart-symmetric-finetune,0.01,sparse-asym-0.01,sparse-edge-flip,0.01,5e-06,64,12,0.4166666666666667,0.4166666666666667,0.08333333333333333,1,0.9875961974820581
84,fixed-config,clean-warmstart-symmetric-finetune,clean-warmstart-symmetric-finetune,0.01,sparse-asym-0.02,sparse-edge-flip,0.02,1e-05,96,12,0.4166666666666667,0.4166666666666667,0.08333333333333333,1,0.9783291003823279
84,fixed-config,clean-warmstart-symmetric-finetune,clean-warmstart-symmetric-finetune,0.01,sparse-asym-0.05,sparse-edge-flip,0.05,2e-05,160,12,0.4166666666666667,0.4166666666666667,0.08333333333333333,1,0.9582490625326926
84,fixed-config,clean-warmstart-symmetric-finetune,clean-warmstart-symmetric-finetune,0.01,balanced-sparse-0.2,sparse-edge-flip,0.2,0.2,160,12,0.4166666666666667,0.16666666666666666,0.16666666666666666,4,0.9962067613450979
84,fixed-config,clean-warmstart-symmetric-finetune,clean-warmstart-symmetric-finetune,0.01,symmetric-0.2,symmetric-edge-flip,0.2,0.2,160,12,0.4166666666666667,0.16666666666666666,0.16666666666666666,4,0.9962067613450979
84,fixed-config,clean-warmstart-symmetric-finetune,clean-warmstart-symmetric-finetune,0.01,symmetric-0.3,symmetric-edge-flip,0.3,0.3,160,12,0.4166666666666667,0.16666666666666666,0.16666666666666666,5,0.9962067613450979
84,fixed-config,clean-warmstart-symmetric-finetune,clean-warmstart-symmetric-finetune,0.02,sparse-asym-0.01,sparse-edge-flip,0.01,5e-06,64,12,0.4166666666666667,0.4166666666666667,0.08333333333333333,1,0.985588775837212
84,fixed-config,clean-warmstart-symmetric-finetune,clean-warmstart-symmetric-finetune,0.02,sparse-asym-0.02,sparse-edge-flip,0.02,1e-05,96,12,0.4166666666666667,0.4166666666666667,0.08333333333333333,1,0.9769988315835904
84,fixed-config,clean-warmstart-symmetric-finetune,clean-warmstart-symmetric-finetune,0.02,sparse-asym-0.05,sparse-edge-flip,0.05,2e-05,160,12,0.4166666666666667,0.4166666666666667,0.08333333333333333,1,0.9587225582118933
84,fixed-config,clean-warmstart-symmetric-finetune,clean-warmstart-symmetric-finetune,0.02,balanced-sparse-0.2,sparse-edge-flip,0.2,0.2,160,12,0.4166666666666667,0.16666666666666666,0.16666666666666666,4,0.9962067613450979
84,fixed-config,clean-warmstart-symmetric-finetune,clean-warmstart-symmetric-finetune,0.02,symmetric-0.2,symmetric-edge-flip,0.2,0.2,160,12,0.4166666666666667,0.16666666666666666,0.16666666666666666,4,0.9962067613450979
84,fixed-config,clean-warmstart-symmetric-finetune,clean-warmstart-symmetric-finetune,0.02,symmetric-0.3,symmetric-edge-flip,0.3,0.3,160,12,0.4166666666666667,0.16666666666666666,0.16666666666666666,5,0.9962067613450979
84,fixed-config,clean-warmstart-symmetric-finetune,clean-warmstart-symmetric-finetune,0.05,sparse-asym-0.01,sparse-edge-flip,0.01,5e-06,64,12,0.5,0.5,0.16666666666666666,1,0.9859517737351925
84,fixed-config,clean-warmstart-symmetric-finetune,clean-warmstart-symmetric-finetune,0.05,sparse-asym-0.02,sparse-edge-flip,0.02,1e-05,96,12,0.5,0.5,0.16666666666666666,1,0.9758351046123068
84,fixed-config,clean-warmstart-symmetric-finetune,clean-warmstart-symmetric-finetune,0.05,sparse-asym-0.05,sparse-edge-flip,0.05,2e-05,160,12,0.5,0.5,0.16666666666666666,1,0.9542709710246334
84,fixed-config,clean-warmstart-symmetric-finetune,clean-warmstart-symmetric-finetune,0.05,balanced-sparse-0.2,sparse-edge-flip,0.2,0.2,160,12,0.5,0.16666666666666666,0.16666666666666666,4,0.9962067613450979
84,fixed-config,clean-warmstart-symmetric-finetune,clean-warmstart-symmetric-finetune,0.05,symmetric-0.2,symmetric-edge-flip,0.2,0.2,160,12,0.5,0.16666666666666666,0.16666666666666666,4,0.9962067613450979
84,fixed-config,clean-warmstart-symmetric-finetune,clean-warmstart-symmetric-finetune,0.05,symmetric-0.3,symmetric-edge-flip,0.3,0.3,160,12,0.5,0.16666666666666666,0.16666666666666666,5,0.9962067613450979
99,fixed-config,clean-training,clean-training,0.01,sparse-asym-0.01,sparse-edge-flip,0.01,5e-06,64,12,0.75,0.75,0.3333333333333333,1,0.9904127718110654
99,fixed-config,clean-training,clean-training,0.01,sparse-asym-0.02,sparse-edge-flip,0.02,1e-05,96,12,0.75,0.75,0.25,1,0.9854688691933928
99,fixed-config,clean-training,clean-training,0.01,sparse-asym-0.05,sparse-edge-flip,0.05,2e-05,160,12,0.75,0.75,0.4166666666666667,1,0.9743643559181514
99,fixed-config,clean-training,clean-training,0.01,balanced-sparse-0.2,sparse-edge-flip,0.2,0.2,160,12,0.75,0.16666666666666666,0.16666666666666666,4,0.9953808622421937
99,fixed-config,clean-training,clean-training,0.01,symmetric-0.2,symmetric-edge-flip,0.2,0.2,160,12,0.75,0.16666666666666666,0.16666666666666666,4,0.9958442925671988
99,fixed-config,clean-training,clean-training,0.01,symmetric-0.3,symmetric-edge-flip,0.3,0.3,160,12,0.75,0.16666666666666666,0.16666666666666666,5,0.9962067613450979
99,fixed-config,clean-training,clean-training,0.02,sparse-asym-0.01,sparse-edge-flip,0.01,5e-06,64,12,0.75,0.75,0.16666666666666666,1,0.9895688775578518
99,fixed-config,clean-training,clean-training,0.02,sparse-asym-0.02,sparse-edge-flip,0.02,1e-05,96,12,0.75,0.75,0.3333333333333333,1,0.9845068468227943
99,fixed-config,clean-training,clean-training,0.02,sparse-asym-0.05,sparse-edge-flip,0.05,2e-05,160,12,0.75,0.75,0.4166666666666667,1,0.975401552356709
99,fixed-config,clean-training,clean-training,0.02,balanced-sparse-0.2,sparse-edge-flip,0.2,0.2,160,12,0.75,0.16666666666666666,0.16666666666666666,4,0.9958701985716915
99,fixed-config,clean-training,clean-training,0.02,symmetric-0.2,symmetric-edge-flip,0.2,0.2,160,12,0.75,0.16666666666666666,0.16666666666666666,4,0.9954471552092315
99,fixed-config,clean-training,clean-training,0.02,symmetric-0.3,symmetric-edge-flip,0.3,0.3,160,12,0.75,0.16666666666666666,0.16666666666666666,5,0.9962067613450979
99,fixed-config,clean-training,clean-training,0.05,sparse-asym-0.01,sparse-edge-flip,0.01,5e-06,64,12,0.6666666666666666,0.6666666666666666,0.16666666666666666,1,0.9855233167988864
99,fixed-config,clean-training,clean-training,0.05,sparse-asym-0.02,sparse-edge-flip,0.02,1e-05,96,12,0.6666666666666666,0.6666666666666666,0.25,1,0.9767622927698582
99,fixed-config,clean-training,clean-training,0.05,sparse-asym-0.05,sparse-edge-flip,0.05,2e-05,160,12,0.6666666666666666,0.6666666666666666,0.3333333333333333,1,0.9611703695779609
99,fixed-config,clean-training,clean-training,0.05,balanced-sparse-0.2,sparse-edge-flip,0.2,0.2,160,12,0.6666666666666666,0.16666666666666666,0.16666666666666666,4,0.9952956562056036
99,fixed-config,clean-training,clean-training,0.05,symmetric-0.2,symmetric-edge-flip,0.2,0.2,160,12,0.6666666666666666,0.16666666666666666,0.16666666666666666,4,0.9953475828104646
99,fixed-config,clean-training,clean-training,0.05,symmetric-0.3,symmetric-edge-flip,0.3,0.3,160,12,0.6666666666666666,0.16666666666666666,0.16666666666666666,5,0.9962067613450979
99,fixed-config,matched-sparse-noisy-training,matched-sparse-noisy-training,0.01,sparse-asym-0.01,sparse-edge-flip,0.01,5e-06,64,12,0.6666666666666666,0.6666666666666666,0.16666666666666666,1,0.9782040968239198
99,fixed-config,matched-sparse-noisy-training,matched-sparse-noisy-training,0.01,sparse-asym-0.02,sparse-edge-flip,0.02,1e-05,96,12,0.6666666666666666,0.6666666666666666,0.16666666666666666,1,0.9645073542977278
99,fixed-config,matched-sparse-noisy-training,matched-sparse-noisy-training,0.01,sparse-asym-0.05,sparse-edge-flip,0.05,2e-05,160,12,0.6666666666666666,0.6666666666666666,0.3333333333333333,1,0.9307802363945731
99,fixed-config,matched-sparse-noisy-training,matched-sparse-noisy-training,0.01,balanced-sparse-0.2,sparse-edge-flip,0.2,0.2,160,12,0.6666666666666666,0.4166666666666667,0.25,2,0.8483102547226582
99,fixed-config,matched-sparse-noisy-training,matched-sparse-noisy-training,0.01,symmetric-0.2,symmetric-edge-flip,0.2,0.2,160,12,0.6666666666666666,0.4166666666666667,0.25,2,0.849114681363427
99,fixed-config,matched-sparse-noisy-training,matched-sparse-noisy-training,0.01,symmetric-0.3,symmetric-edge-flip,0.3,0.3,160,12,0.6666666666666666,0.25,0.25,5,0.9144159051564253
99,fixed-config,matched-sparse-noisy-training,matched-sparse-noisy-training,0.02,sparse-asym-0.01,sparse-edge-flip,0.01,5e-06,64,12,0.6666666666666666,0.6666666666666666,0.08333333333333333,1,0.9782724302974475
99,fixed-config,matched-sparse-noisy-training,matched-sparse-noisy-training,0.02,sparse-asym-0.02,sparse-edge-flip,0.02,1e-05,96,12,0.6666666666666666,0.6666666666666666,0.25,1,0.9635163240490591
99,fixed-config,matched-sparse-noisy-training,matched-sparse-noisy-training,0.02,sparse-asym-0.05,sparse-edge-flip,0.05,2e-05,160,12,0.6666666666666666,0.6666666666666666,0.3333333333333333,1,0.931316559974491
99,fixed-config,matched-sparse-noisy-training,matched-sparse-noisy-training,0.02,balanced-sparse-0.2,sparse-edge-flip,0.2,0.2,160,12,0.6666666666666666,0.4166666666666667,0.25,2,0.8486517611930546
99,fixed-config,matched-sparse-noisy-training,matched-sparse-noisy-training,0.02,symmetric-0.2,symmetric-edge-flip,0.2,0.2,160,12,0.6666666666666666,0.4166666666666667,0.25,2,0.8512042991676325
99,fixed-config,matched-sparse-noisy-training,matched-sparse-noisy-training,0.02,symmetric-0.3,symmetric-edge-flip,0.3,0.3,160,12,0.6666666666666666,0.25,0.25,5,0.9132884124441141
99,fixed-config,matched-sparse-noisy-training,matched-sparse-noisy-training,0.05,sparse-asym-0.01,sparse-edge-flip,0.01,5e-06,64,12,0.75,0.75,0.16666666666666666,1,0.9800453023161846
99,fixed-config,matched-sparse-noisy-training,matched-sparse-noisy-training,0.05,sparse-asym-0.02,sparse-edge-flip,0.02,1e-05,96,12,0.75,0.75,0.16666666666666666,1,0.9707554078002721
99,fixed-config,matched-sparse-noisy-training,matched-sparse-noisy-training,0.05,sparse-asym-0.05,sparse-edge-flip,0.05,2e-05,160,12,0.75,0.75,0.25,1,0.9402080040217129
99,fixed-config,matched-sparse-noisy-training,matched-sparse-noisy-training,0.05,balanced-sparse-0.2,sparse-edge-flip,0.2,0.2,160,12,0.75,0.3333333333333333,0.25,2,0.8438715991826321
99,fixed-config,matched-sparse-noisy-training,matched-sparse-noisy-training,0.05,symmetric-0.2,symmetric-edge-flip,0.2,0.2,160,12,0.75,0.4166666666666667,0.25,2,0.8492406663471767
99,fixed-config,matched-sparse-noisy-training,matched-sparse-noisy-training,0.05,symmetric-0.3,symmetric-edge-flip,0.3,0.3,160,12,0.75,0.25,0.25,5,0.9127051095879027
99,fixed-config,clean-warmstart-symmetric-finetune,clean-warmstart-symmetric-finetune,0.01,sparse-asym-0.01,sparse-edge-flip,0.01,5e-06,64,12,0.75,0.75,0.3333333333333333,1,0.9906076546420152
99,fixed-config,clean-warmstart-symmetric-finetune,clean-warmstart-symmetric-finetune,0.01,sparse-asym-0.02,sparse-edge-flip,0.02,1e-05,96,12,0.75,0.75,0.4166666666666667,1,0.98705282922458
99,fixed-config,clean-warmstart-symmetric-finetune,clean-warmstart-symmetric-finetune,0.01,sparse-asym-0.05,sparse-edge-flip,0.05,2e-05,160,12,0.75,0.75,0.4166666666666667,1,0.9764225047806293
99,fixed-config,clean-warmstart-symmetric-finetune,clean-warmstart-symmetric-finetune,0.01,balanced-sparse-0.2,sparse-edge-flip,0.2,0.2,160,12,0.75,0.16666666666666666,0.16666666666666666,4,0.9956451477696652
99,fixed-config,clean-warmstart-symmetric-finetune,clean-warmstart-symmetric-finetune,0.01,symmetric-0.2,symmetric-edge-flip,0.2,0.2,160,12,0.75,0.16666666666666666,0.16666666666666666,4,0.9954372000490942
99,fixed-config,clean-warmstart-symmetric-finetune,clean-warmstart-symmetric-finetune,0.01,symmetric-0.3,symmetric-edge-flip,0.3,0.3,160,12,0.75,0.16666666666666666,0.16666666666666666,5,0.9962067613450979
99,fixed-config,clean-warmstart-symmetric-finetune,clean-warmstart-symmetric-finetune,0.02,sparse-asym-0.01,sparse-edge-flip,0.01,5e-06,64,12,0.75,0.75,0.25,1,0.9902739210967763
99,fixed-config,clean-warmstart-symmetric-finetune,clean-warmstart-symmetric-finetune,0.02,sparse-asym-0.02,sparse-edge-flip,0.02,1e-05,96,12,0.75,0.75,0.4166666666666667,1,0.9868050864810001
99,fixed-config,clean-warmstart-symmetric-finetune,clean-warmstart-symmetric-finetune,0.02,sparse-asym-0.05,sparse-edge-flip,0.05,2e-05,160,12,0.75,0.75,0.3333333333333333,1,0.9748030714839883
99,fixed-config,clean-warmstart-symmetric-finetune,clean-warmstart-symmetric-finetune,0.02,balanced-sparse-0.2,sparse-edge-flip,0.2,0.2,160,12,0.75,0.16666666666666666,0.16666666666666666,4,0.9954327888470549
99,fixed-config,clean-warmstart-symmetric-finetune,clean-warmstart-symmetric-finetune,0.02,symmetric-0.2,symmetric-edge-flip,0.2,0.2,160,12,0.75,0.16666666666666666,0.16666666666666666,4,0.9957590865306085
99,fixed-config,clean-warmstart-symmetric-finetune,clean-warmstart-symmetric-finetune,0.02,symmetric-0.3,symmetric-edge-flip,0.3,0.3,160,12,0.75,0.16666666666666666,0.16666666666666666,5,0.9962067613450979
