p_delete,clean_test_accuracy,attacked_test_accuracy,clean_margin,attacked_margin,clean_pA_lower,attacked_pA_lower,clean_pred,attacked_pred,clean_is_correct,attacked_is_correct,true_label
0.05,0.8,0.799,0.8640000000000001,1.0,0.887174363246957,0.9849131592259058,2,3,1,0,2
0.1,0.8,0.8,0.706,0.956,0.7912521535750322,0.9473585999258531,2,3,1,0,2
0.2,0.801,0.8,0.626,0.8720000000000001,0.7314323389002293,0.8921151270587376,2,3,1,0,2
0.3,0.796,0.8,0.52,0.724,0.6626166179722994,0.8048284451290763,2,3,1,0,2
0.4,0.799,0.793,0.41400000000000003,0.6559999999999999,0.5645839043388783,0.7622128646948304,2,3,1,0,2
